"Sex";"fakecode";"fakelat";"fakelong";"PatronType";"PatronID";"EMAI/Venue";"EMAI/Third Patry";"PHON/Venue";"PHON/Third Patry";"POST/Venue";"POST/Third Patry";"SMS/Venue";"SMS/Third Patry";"SOCI/Venue";"SOCI/Third Patry"
"F";"LA11 7RA";"54.1848925";"-2.9421963";"Adult";"102477";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"SK10 5BJ";"53.2937519";"-2.0964812";"Adult";"3735";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
NULL;"LA2 0NU";"53.9922216";"-2.7988144";"Adult";"3736";"Y";"?";"N";"?";"N";"?";"?";"?";"?";"?"
NULL;"LA4 4PE";"54.0670876";"-2.8655259";"Adult";"3741";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA2 0NU";"53.9922216";"-2.7988144";"Adult";"102958";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA2 0NU";"53.9922216";"-2.7988144";"Adult";"102996";"Y";"Y";"N";"N";"N";"N";"N";"N";"N";"N"
"M";NULL;NULL;NULL;"Adult";"100117";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"EX6 8JS";"50.6471074";"-3.477137";"Adult";"102957";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"M";"BB6 7RA";"53.7872797";"-2.4048046";"Adult";"3773";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA6 2BB";"54.205825";"-2.5969083";"Adult";"102863";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA1 5PA";"54.0477115";"-2.8129192";"Adult";"100574";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"SY2 5QD";"52.7133967";"-2.7265246";"Adult";"103111";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"FY6 7EG";"53.8502603";"-2.9959212";"Adult";"105081";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA2 9ES";"54.0461848";"-2.7098815";"Adult";"3842";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
NULL;"LA2 9ES";"54.0461848";"-2.7098815";"Adult";"105325";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"M";NULL;NULL;NULL;"Adult";"102705";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"PR8 3JA";"53.6034938";"-3.0302551";"Adult";"102879";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA1 3EY";"54.0504484";"-2.786843";"Adult";"3868";"Y";"Y";"N";"N";"N";"N";"N";"N";"N";"N"
"M";NULL;NULL;NULL;"Adult";"101242";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA12 7PU";"54.2065";"-3.0903819";"Adult";"102655";"N";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
"F";"LA5 0SN";"54.1867024";"-2.8271845";"Adult";"3907";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
"M";"LA7 7TZ";"54.2266742";"-2.7724253";"Adult";"100426";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Adult";"3921";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 5PA";"54.0477115";"-2.8129192";"Adult";"3929";"Y";"Y";"N";"N";"Y";"N";"N";"N";"Y";"N"
"M";NULL;NULL;NULL;"Adult";"103054";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA5 9HG";"54.1378168";"-2.7678132";"Senior ";"103791";"N";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
"F";"PR2 3QZ";"53.7824";"-2.7246355";"Adult";"102611";"N";"N";"N";"N";"Y";"Y";"N";"N";"N";"N"
NULL;"LA4 5PU";"54.0725914";"-2.8542724";"Adult";"103047";"Y";"Y";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"104413";"Y";"Y";"Y";"N";"Y";"N";"Y";"Y";"Y";"N"
"M";"LA1 5PA";"54.0477115";"-2.8129192";"Adult";"105484";"Y";"Y";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"PR4 0RU";"53.7957079";"-2.7781782";"Adult";"3986";"N";"?";"N";"?";"N";"?";"?";"?";"?";"?"
"F";"PR6 8JJ";"53.6916169";"-2.5865517";"Adult";"102891";"Y";"Y";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Adult";"104270";"Y";"N";"N";"N";"N";"N";"Y";"N";"Y";"N"
"F";"LA11 7RA";"54.1848925";"-2.9421963";"Adult";"103766";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
"F";"LA5 8JA";"54.1054419";"-2.7918837";"Adult";"4020";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA2 9ES";"54.0461848";"-2.7098815";"Adult";"4033";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
"F";NULL;NULL;NULL;"Adult";"102517";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA6 1JG";"54.1631271";"-2.7247161";"Adult";"4040";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
"F";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"102271";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"BB1 9QA";"53.7805183";"-2.4781257";"Adult";"4091";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Adult";"4095";"Y";"N";"N";"N";"Y";"N";"N";"N";"Y";"N"
"M";"LA4 6RN";"54.0741967";"-2.8349795";"Adult";"4104";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"FY8 1YB";"53.7484208";"-3.0173861";"Adult";"4105";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
"M";"LA1 1PS";"54.049537";"-2.7996342";"Adult";"102570";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA2 0NU";"53.9922216";"-2.7988144";"Adult";"102338";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"F";"LA3 2JJ";"54.0446703";"-2.8922308";"Adult";"102933";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"M";"PR2 7AR";"53.7871471";"-2.7381912";"Adult";"102470";"Y";"N";"N";"N";"N";"N";"Y";"N";"N";"N"
"F";"NG16 5HW";"53.0541019";"-1.3217087";"Adult";"103016";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"PR25 1RB";"53.6913515";"-2.7123455";"Adult";"4173";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
"M";"LA6 1JG";"54.1631271";"-2.7247161";"Adult";"4180";"Y";"Y";"N";"N";"Y";"Y";"N";"N";"N";"N"
NULL;"L18 8AU";"53.3804068";"-2.9191864";"Adult";"102453";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA2 0NU";"53.9922216";"-2.7988144";"Adult";"102535";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA22 0JP";"54.4008343";"-2.9735543";"Adult";"103787";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA12 8JL";"54.2719639";"-3.0164124";"Adult";"102615";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"101332";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
NULL;"FY8 1YB";"53.7484208";"-3.0173861";"Adult";"4217";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"BD24 0DJ";"54.0932149";"-2.2992893";"Adult";"102513";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 3EY";"54.0504484";"-2.786843";"Adult";"4220";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
"F";"LA1 1PS";"54.049537";"-2.7996342";"Adult";"102726";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"102989";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA1 3EY";"54.0504484";"-2.786843";"Adult";"102574";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"WN8 7NW";"53.588129";"-2.7698548";"Adult";"105179";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"4245";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"M";NULL;NULL;NULL;"Adult";"102917";"Y";"N";"Y";"N";"N";"N";"N";"N";"N";"N"
"F";"PR3 0TB";"53.882743";"-2.7994458";"Adult";"6873";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";NULL;NULL;NULL;"Adult";"6293";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"M";"LA9 4JU";"54.3252657";"-2.7521208";"Adult";"101069";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"BL1 5NY";"53.5865663";"-2.4709223";"Adult";"4298";"Y";"N";"Y";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Adult";"102020";"Y";"Y";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Adult";"102522";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"102924";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA2 6BQ";"54.0839557";"-2.7861084";"Adult";"4330";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
"F";"LA1 5PA";"54.0477115";"-2.8129192";"Adult";"102466";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";NULL;NULL;NULL;"Adult";"5659";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
"F";"LA2 7LT";"54.1065596";"-2.5083731";"Adult";"4349";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
"F";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"100082";"Y";"N";"N";"N";"N";"N";"Y";"N";"N";"N"
"M";"LA1 2NE";"54.0618975";"-2.8037951";"Adult";"102717";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"PR4 3HD";"53.7998213";"-2.8807787";"Adult";"4386";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;"FY8 4JZ";"53.7396908";"-2.9609517";"Adult";"4592";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
NULL;NULL;NULL;NULL;"Adult";"101287";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
"F";"LA3 2JJ";"54.0446703";"-2.8922308";"Adult";"102625";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"102848";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA4 4PE";"54.0670876";"-2.8655259";"Adult";"102462";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA2 6BQ";"54.0839557";"-2.7861084";"Adult";"102807";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";"LA4 4PE";"54.0670876";"-2.8655259";"Adult";"102692";"Y";"N";"N";"N";"Y";"Y";"N";"N";"N";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Adult";"4616";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA8 8AX";"54.2983918";"-2.8113626";"Adult";"102184";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA8 8AX";"54.2983918";"-2.8113626";"Adult";"105133";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 3EY";"54.0504484";"-2.786843";"Adult";"4631";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
"M";"LA1 1PS";"54.049537";"-2.7996342";"Adult";"100127";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"N";"N"
"M";"LA2 7LT";"54.1065596";"-2.5083731";"Adult";"102500";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Adult";"105100";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA5 0SN";"54.1867024";"-2.8271845";"Adult";"6894";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"103722";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA2 9ES";"54.0461848";"-2.7098815";"Adult";"4689";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"102472";"Y";"Y";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"M";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"102851";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 2NE";"54.0618975";"-2.8037951";"Adult";"4706";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 5PA";"54.0477115";"-2.8129192";"Adult";"102278";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"PR6 8JJ";"53.6916169";"-2.5865517";"Adult";"4777";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
NULL;"PR3 1HZ";"53.9068429";"-2.7624231";"Adult";"102714";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"F";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"102981";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Adult";"101214";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"WS14 0LE";"52.6437011";"-1.843538";"Adult";"102890";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"CA1 2WG";"54.8899569";"-2.9129686";"Adult";"102326";"Y";"Y";"N";"N";"N";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Adult";"102785";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA3 3ES";"54.0474118";"-2.8564615";"Adult";"4882";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
NULL;"LA9 7NN";"54.3148511";"-2.7328553";"Adult";"102894";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA2 9ES";"54.0461848";"-2.7098815";"Adult";"4899";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
"F";"LA1 5PA";"54.0477115";"-2.8129192";"Adult";"4906";"N";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
"F";"LA5 9HG";"54.1378168";"-2.7678132";"Adult";"103747";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"M";"LA6 1JG";"54.1631271";"-2.7247161";"Adult";"102713";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"M";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"102467";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"WR11 8PA";"52.1307376";"-1.9019554";"Adult";"105338";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y"
"F";"FY8 1YB";"53.7484208";"-3.0173861";"Adult";"5009";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"M";"LA1 1PS";"54.049537";"-2.7996342";"Adult";"5035";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 5PA";"54.0477115";"-2.8129192";"Adult";"5056";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"M";"LA2 0NU";"53.9922216";"-2.7988144";"Adult";"102723";"Y";"Y";"Y";"N";"N";"Y";"Y";"N";"N";"N"
NULL;"LA1 5PA";"54.0477115";"-2.8129192";"Adult";"105167";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"F";"LA1 3EY";"54.0504484";"-2.786843";"Adult";"102496";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA1 1PS";"54.049537";"-2.7996342";"Adult";"102566";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 5PA";"54.0477115";"-2.8129192";"Adult";"5095";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"F";"LA5 9HG";"54.1378168";"-2.7678132";"Adult";"100640";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"F";"LA1 5PA";"54.0477115";"-2.8129192";"Adult";"102552";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA2 9ES";"54.0461848";"-2.7098815";"Adult";"5144";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"BB6 7RA";"53.7872797";"-2.4048046";"Adult";"102976";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"WA4 5JA";"53.3559372";"-2.5790314";"Adult";"5158";"N";"?";"N";"?";"N";"?";"?";"?";"?";"?"
NULL;"LA1 5PA";"54.0477115";"-2.8129192";"Adult";"104945";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA2 9ES";"54.0461848";"-2.7098815";"Adult";"5180";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Adult";"102676";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA1 1PS";"54.049537";"-2.7996342";"Adult";"102281";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
"F";"LA1 3EY";"54.0504484";"-2.786843";"Adult";"5185";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA1 3EY";"54.0504484";"-2.786843";"Adult";"103690";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA5 0SN";"54.1867024";"-2.8271845";"Adult";"5189";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
NULL;"LA1 5PA";"54.0477115";"-2.8129192";"Adult";"100564";"Y";"Y";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA1 5PA";"54.0477115";"-2.8129192";"Adult";"103012";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"M";"LA1 5PA";"54.0477115";"-2.8129192";"Adult";"102767";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA2 0NU";"53.9922216";"-2.7988144";"Adult";"102870";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
"F";"LA6 2BB";"54.205825";"-2.5969083";"Adult";"100226";"Y";"Y";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"PR6 8JJ";"53.6916169";"-2.5865517";"Adult";"100440";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 3EY";"54.0504484";"-2.786843";"Adult";"102486";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"PR3 0TB";"53.882743";"-2.7994458";"Adult";"103045";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"M";"LA1 3EY";"54.0504484";"-2.786843";"Adult";"105392";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA8 9AD";"54.3771761";"-2.7639034";"Adult";"5275";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
NULL;"LA2 6BQ";"54.0839557";"-2.7861084";"Adult";"5293";"Y";"?";"N";"?";"Y";"?";"?";"?";"?";"?"
"F";"LA2 9ES";"54.0461848";"-2.7098815";"Adult";"5298";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA8 8AX";"54.2983918";"-2.8113626";"Adult";"101250";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 5PA";"54.0477115";"-2.8129192";"Adult";"5319";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA6 1JG";"54.1631271";"-2.7247161";"Adult";"5318";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
NULL;"LA5 0SN";"54.1867024";"-2.8271845";"Adult";"5335";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
"M";"LA4 6RN";"54.0741967";"-2.8349795";"Adult";"5336";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"Y";"N";"N"
"F";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"102204";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Adult";"100257";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"M";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"101083";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA9 7NN";"54.3148511";"-2.7328553";"Adult";"5359";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA7 7TZ";"54.2266742";"-2.7724253";"Adult";"104985";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"BB4 4HH";"53.6927";"-2.3294842";"Adult";"102473";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA2 6BQ";"54.0839557";"-2.7861084";"Adult";"102699";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA2 6BQ";"54.0839557";"-2.7861084";"Adult";"102747";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"PR8 6PL";"53.6394305";"-2.9836143";"Adult";"101472";"N";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Adult";"101354";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
"F";"LA22 9SD";"54.4420734";"-3.0011101";"Adult";"102856";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 5PA";"54.0477115";"-2.8129192";"Adult";"5427";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
NULL;"LA4 6RN";"54.0741967";"-2.8349795";"Adult";"104833";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"5416";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"BL7 0PD";"53.647064";"-2.3976395";"Adult";"103086";"N";"N";"N";"N";"N";"N";"N";"N";"Y";"N"
"M";"PR3 1HZ";"53.9068429";"-2.7624231";"Adult";"103092";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"104448";"Y";"Y";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 3EY";"54.0504484";"-2.786843";"Adult";"5464";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
NULL;"LA2 6BQ";"54.0839557";"-2.7861084";"Adult";"5493";"N";"?";"N";"?";"N";"?";"?";"?";"?";"?"
"M";"WS11 1EN";"52.6884874";"-2.0406345";"Adult";"101335";"Y";"Y";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"M";"WS11 1EN";"52.6884874";"-2.0406345";"Adult";"104703";"Y";"Y";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"M";"LA1 1PS";"54.049537";"-2.7996342";"Adult";"102776";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA1 4EP";"54.0322724";"-2.7906442";"Adult";"103708";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA2 0NU";"53.9922216";"-2.7988144";"Adult";"101080";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
