"branch";"branchname";"registered";"fakecode";"fakelat";"fakelong"
"6";"WALKER";"40966.51033564815";"NE6 2LD";"54.9747647";"-1.5693971"
"9";"WEST END";"40966.51334490741";"NE3 2SL";"55.01723";"-1.6492613"
"2";"GOSFORTH";"40966.54667824074";"NE3 2SL";"55.01723";"-1.6492613"
"9";"WEST END";"40966.55652777778";"NE4 8AH";"54.9718675";"-1.6538079"
"36";"CITY";"40966.55788194444";"NE4 5EQ";"54.9768148";"-1.6327259"
"9";"WEST END";"40966.55846064815";"NE4 8AH";"54.9718675";"-1.6538079"
"2";"GOSFORTH";"40966.56138888889";"NE3 3TB";"55.0091977";"-1.6459574"
"36";"CITY";"40966.5616087963";"SR6 0LQ";"54.9185035";"-1.373695"
"36";"CITY";"40966.57017361111";"NE6 5LJ";"54.986578";"-1.5775826"
"2";"GOSFORTH";"40966.57023148148";"NE3 2SL";"55.01723";"-1.6492613"
"1";"OUTER WEST LIBRARY";"40966.57809027778";"NE5 1TU";"55.0008475";"-1.7148744"
"35";"EAST END";"40966.58481481481";"NE6 5LJ";"54.986578";"-1.5775826"
"36";"CITY";"40966.58637731482";"NE48 3LF";"55.0881691";"-2.2239559"
"36";"CITY";"40966.58971064815";"FK6 5HF";"56.0172298";"-3.9186646"
"36";"CITY";"40966.59636574074";"NE1 6PY";"54.9742805";"-1.5994268"
"36";"CITY";"40966.59875";"NE2 1NQ";"54.9828735";"-1.5974036"
"36";"CITY";"40966.59899305556";"NE2 2RR";"54.9919918";"-1.6003689"
"36";"CITY";"40966.60597222222";"NE6 5LJ";"54.986578";"-1.5775826"
"36";"CITY";"40966.610625";"NE3 4XN";"55.0029962";"-1.6345623"
"36";"CITY";"40966.61258101852";"NE20 9RA";"55.0435056";"-1.7516105"
"3";"FENHAM";"40966.61427083334";"NE5 3EB";"54.9959224";"-1.664498"
"36";"CITY";"40966.61472222222";"NE2 4AB";"54.9839327";"-1.620875"
"5";"KENTON";"40966.62751157407";"NE15 9ED";"54.9955085";"-1.7503107"
"36";"CITY";"40966.63246527778";"NE27 0NF";"55.0344612";"-1.5120155"
"36";"CITY";"40966.63248842592";"DH4 5HW";"54.8454671";"-1.4823054"
"36";"CITY";"40966.63876157408";"NE10 8XJ";"54.943604";"-1.540505"
"36";"CITY";"40966.6409375";"NE8 4NP";"54.9511256";"-1.6065377"
"35";"EAST END";"40966.64197916666";"NE6 2LD";"54.9747647";"-1.5693971"
"36";"CITY";"40966.64907407408";NULL;NULL;NULL
"9";"WEST END";"40966.65712962963";"NE4 9EP";"54.9821682";"-1.6541318"
"36";"CITY";"40966.66855324074";"NE33 2JR";"55.0006013";"-1.4263291"
"36";"CITY";"40966.6756712963";"NE4 6JG";"54.9719748";"-1.6344969"
"35";"EAST END";"40966.67701388889";"NE6 4XY";"54.9836239";"-1.5508982"
"36";"CITY";"40966.67717592593";"NE5 5QJ";"54.9965379";"-1.6989545"
"4";"JESMOND";"40966.68106481482";"NE6 3NP";"54.9705946";"-1.5480865"
"9";"WEST END";"40966.68128472222";"NE4 5EQ";"54.9768148";"-1.6327259"
"36";"CITY";"40966.69519675926";"NE4 6JG";"54.9719748";"-1.6344969"
"36";"CITY";"40966.69686342592";"NE5 5QJ";"54.9965379";"-1.6989545"
"36";"CITY";"40966.71092592592";"NE5 4DW";"55.0059111";"-1.6856611"
"36";"CITY";"40966.72369212963";"DH9 9SF";"54.8823051";"-1.7349958"
"36";"CITY";"40966.77560185185";"NE16 6QQ";"54.9063902";"-1.7302561"
"4";"JESMOND";"40967.39842592592";"NE2 3LD";"54.9957568";"-1.6083423"
"3";"FENHAM";"40967.40040509259";"NE4 9EP";"54.9821682";"-1.6541318"
"11";"NEWBIGGIN HALL";"40967.4019212963";NULL;NULL;NULL
"2";"GOSFORTH";"40967.40295138889";"NE3 2SL";"55.01723";"-1.6492613"
"1";"OUTER WEST LIBRARY";"40967.40724537037";"NE15 7UB";"54.9815404";"-1.6920202"
"36";"CITY";"40967.40862268519";"NE28 7JG";"54.9985663";"-1.5171122"
"2";"GOSFORTH";"40967.40984953703";"NE3 2SL";"55.01723";"-1.6492613"
"3";"FENHAM";"40967.41237268518";"NE4 9EP";"54.9821682";"-1.6541318"
"4";"JESMOND";"40967.41556712963";"NE2 1NQ";"54.9828735";"-1.5974036"
"4";"JESMOND";"40967.41986111111";"NE2 1NQ";"54.9828735";"-1.5974036"
"13";"BLAKELAW";"40967.42255787037";"NE5 3EB";"54.9959224";"-1.664498"
"9";"WEST END";"40967.42506944444";"NE23 6HH";"55.0794799";"-1.580696"
"6";"WALKER";"40967.42633101852";"NE6 4XY";"54.9836239";"-1.5508982"
"36";"CITY";"40967.42751157407";"NE3 4XN";"55.0029962";"-1.6345623"
"36";"CITY";"40967.43641203704";"NE2 4AB";"54.9839327";"-1.620875"
"36";"CITY";"40967.4465625";"NE8 4NP";"54.9511256";"-1.6065377"
"36";"CITY";"40967.44945601852";"NE8 4NP";"54.9511256";"-1.6065377"
"4";"JESMOND";"40967.45534722223";"NE2 3LD";"54.9957568";"-1.6083423"
"36";"CITY";"40967.46545138889";"NE4 6JG";"54.9719748";"-1.6344969"
"5";"KENTON";"40967.46837962963";"NE3 3TB";"55.0091977";"-1.6459574"
"2";"GOSFORTH";"40967.47033564815";"NE3 2DW";"55.0225464";"-1.6195574"
"6";"WALKER";"40967.47159722223";"NE6 2LD";"54.9747647";"-1.5693971"
"36";"CITY";"40967.47195601852";"NE30 4JR";"55.023068";"-1.4282517"
"5";"KENTON";"40967.47393518518";"NE3 3TB";"55.0091977";"-1.6459574"
"36";"CITY";"40967.47501157408";"BA22 8RQ";"50.97775";"-2.6638433"
"7";"HIGH HEATON";"40967.47725694445";"NE6 4XY";"54.9836239";"-1.5508982"
"5";"KENTON";"40967.47902777778";"NE3 3TB";"55.0091977";"-1.6459574"
"36";"CITY";"40967.47902777778";"CA13 9JJ";"54.6587721";"-3.3405662"
"36";"CITY";"40967.48756944444";"NE2 4AB";"54.9839327";"-1.620875"
"36";"CITY";"40967.49251157408";"NE30 4JR";"55.023068";"-1.4282517"
"35";"EAST END";"40967.49658564815";"NE6 4XY";"54.9836239";"-1.5508982"
"12";"NEWBURN";"40967.5040625";"NE15 8UQ";"54.9833921";"-1.7225947"
"36";"CITY";"40967.50412037037";"NE4 5EQ";"54.9768148";"-1.6327259"
"36";"CITY";"40967.51342592593";"NE32 4EB";"54.9581274";"-1.4797992"
"3";"FENHAM";"40967.52707175926";"NE5 2SY";"54.9899786";"-1.6833345"
"6";"WALKER";"40967.52767361111";"NE6 4XY";"54.9836239";"-1.5508982"
"36";"CITY";"40967.52833333334";"DL16 7AA";"54.6933068";"-1.6157841"
"5";"KENTON";"40967.54255787037";"NE7 7PL";"55.0001164";"-1.5787226"
"36";"CITY";"40967.5444212963";"NE6 5LJ";"54.986578";"-1.5775826"
"36";"CITY";"40967.55274305555";"NE9 6TU";"54.9319696";"-1.5925676"
"35";"EAST END";"40967.55320601852";"NE11 0QP";"54.9282599";"-1.6214009"
"7";"HIGH HEATON";"40967.55642361111";"PA16 9DH";"55.9395392";"-4.7841471"
"36";"CITY";"40967.55982638889";"DL16 6JT";"54.7057472";"-1.5951811"
"1";"OUTER WEST LIBRARY";"40967.56072916667";"NE5 1TU";"55.0008475";"-1.7148744"
"35";"EAST END";"40967.56204861111";"SR1 3HJ";"54.9066824";"-1.3868235"
"6";"WALKER";"40967.56210648148";NULL;NULL;NULL
"36";"CITY";"40967.56763888889";"NE1 8DX";"54.977629";"-1.6092258"
"36";"CITY";"40967.56826388889";"NE1 6NA";"54.973697";"-1.6082576"
"36";"CITY";"40967.57015046296";"NE6 2LD";"54.9747647";"-1.5693971"
"14";"CRUDDAS PARK";"40967.58888888889";"NE4 6JG";"54.9719748";"-1.6344969"
"36";"CITY";"40967.59186342593";"NE22 6HB";"55.1327376";"-1.6096028"
"36";"CITY";"40967.60623842593";"TS19 9JJ";"54.5891282";"-1.3382885"
"36";"CITY";"40967.60890046296";"LN1 3NE";"53.2446576";"-0.542821"
"36";"CITY";"40967.62130787037";"NE45 5JL";"54.977522";"-2.0141209"
"36";"CITY";"40967.62438657408";"NE2 1NQ";"54.9828735";"-1.5974036"
"4";"JESMOND";"40967.62465277778";"NE2 3LD";"54.9957568";"-1.6083423"
"35";"EAST END";"40967.62899305556";"NE6 2LD";"54.9747647";"-1.5693971"
"36";"CITY";"40967.63851851852";"NE16 5QN";"54.9331633";"-1.6842267"
"20";"DENTON BURN";"40967.63925925926";"NE5 2SY";"54.9899786";"-1.6833345"
"35";"EAST END";"40967.64239583333";"NE6 2LD";"54.9747647";"-1.5693971"
"36";"CITY";"40967.64417824074";"NE5 1TU";"55.0008475";"-1.7148744"
"14";"CRUDDAS PARK";"40967.64701388889";"NE4 7RU";"54.9661468";"-1.6362294"
"3";"FENHAM";"40967.64740740741";"NE4 9EP";"54.9821682";"-1.6541318"
"9";"WEST END";"40967.6475";"NE4 8AH";"54.9718675";"-1.6538079"
"23";"MOORSIDE";"40967.65048611111";"NE4 5EQ";"54.9768148";"-1.6327259"
"36";"CITY";"40967.66252314814";"NE42 6NP";"54.964883";"-1.8660175"
"36";"CITY";"40967.66726851852";"NE8 2NA";"54.9575854";"-1.6196341"
"14";"CRUDDAS PARK";"40967.68902777778";"NE4 6JG";"54.9719748";"-1.6344969"
"7";"HIGH HEATON";"40967.70304398148";"NE7 7PL";"55.0001164";"-1.5787226"
"36";"CITY";"40967.7224074074";"NE4 6JG";"54.9719748";"-1.6344969"
"36";"CITY";"40967.72645833333";"NE12 8JB";"55.0150567";"-1.5827328"
"36";"CITY";"40967.73533564815";"NE1 6PY";"54.9742805";"-1.5994268"
"36";"CITY";"40967.73636574074";"NE23 6HH";"55.0794799";"-1.580696"
"36";"CITY";"40967.73872685185";"NE23 6HH";"55.0794799";"-1.580696"
"36";"CITY";"40967.73916666667";"NE29 0HX";"55.0112667";"-1.4545282"
"36";"CITY";"40967.73971064815";"NE28 0DP";"55.0008377";"-1.4949545"
"36";"CITY";"40967.74533564815";"NE5 4DW";"55.0059111";"-1.6856611"
"36";"CITY";"40967.7491087963";"NE5 4DW";"55.0059111";"-1.6856611"
"36";"CITY";"40967.75771990741";"NE4 9EP";"54.9821682";"-1.6541318"
"36";"CITY";"40967.75884259259";"NE15 9ED";"54.9955085";"-1.7503107"
"36";"CITY";"40967.76034722223";"DH1 4BG";"54.7781455";"-1.5874864"
"36";"CITY";"40967.78186342592";"NE7 7PL";"55.0001164";"-1.5787226"
"36";"CITY";"40967.78685185185";"NE8 2NA";"54.9575854";"-1.6196341"
"36";"CITY";"40968.37357638889";"NE28 7JG";"54.9985663";"-1.5171122"
"36";"CITY";"40968.37395833333";"NE6 5LJ";"54.986578";"-1.5775826"
"36";"CITY";"40968.3853125";"NE3 3TB";"55.0091977";"-1.6459574"
"36";"CITY";"40968.40013888889";"NE2 4AB";"54.9839327";"-1.620875"
"1";"OUTER WEST LIBRARY";"40968.40596064815";"NE5 5QJ";"54.9965379";"-1.6989545"
"36";"CITY";"40968.40875";"DH1 1DS";"54.7852569";"-1.5471376"
"36";"CITY";"40968.40994212963";"NE3 3TB";"55.0091977";"-1.6459574"
"35";"EAST END";"40968.41613425926";"NE4 9EP";"54.9821682";"-1.6541318"
"1";"OUTER WEST LIBRARY";"40968.41681712963";"NE5 4DW";"55.0059111";"-1.6856611"
"35";"EAST END";"40968.43394675926";"NE6 5LJ";"54.986578";"-1.5775826"
"36";"CITY";"40968.43938657407";"HG1 2JF";"53.9992825";"-1.5463946"
"36";"CITY";"40968.44766203704";"NE5 1TU";"55.0008475";"-1.7148744"
"2";"GOSFORTH";"40968.46186342592";"NE3 2SL";"55.01723";"-1.6492613"
"36";"CITY";"40968.46363425926";"NE4 9EP";"54.9821682";"-1.6541318"
"1";"OUTER WEST LIBRARY";"40968.46664351852";"NE15 9ED";"54.9955085";"-1.7503107"
"2";"GOSFORTH";"40968.46814814815";"NE3 2SL";"55.01723";"-1.6492613"
"35";"EAST END";"40968.47013888889";"NE6 2LD";"54.9747647";"-1.5693971"
"36";"CITY";"40968.47797453704";"NE5 3EB";"54.9959224";"-1.664498"
"36";"CITY";"40968.48261574074";"NE38 9BU";"54.8821354";"-1.5420521"
"36";"CITY";"40968.49466435185";"NE1 6PY";"54.9742805";"-1.5994268"
"36";"CITY";"40968.49503472223";"NE4 5EQ";"54.9768148";"-1.6327259"
"5";"KENTON";"40968.49780092593";"TS19 8LB";"54.5837848";"-1.351894"
"36";"CITY";"40968.50237268519";"NE23 6HH";"55.0794799";"-1.580696"
"2";"GOSFORTH";"40968.50295138889";"NE3 2SL";"55.01723";"-1.6492613"
"36";"CITY";"40968.50577546296";"NE31 1EZ";"54.9766367";"-1.5155755"
"36";"CITY";"40968.51627314815";"NE28 7JG";"54.9985663";"-1.5171122"
"19";"DINNINGTON";"40968.51780092593";"NE13 7BA";"55.0470845";"-1.6490493"
"19";"DINNINGTON";"40968.51824074074";"NE13 7BA";"55.0470845";"-1.6490493"
"19";"DINNINGTON";"40968.51876157407";"NE13 7BA";"55.0470845";"-1.6490493"
"36";"CITY";"40968.5192824074";"NE16 4SJ";"54.9455949";"-1.6754974"
"1";"OUTER WEST LIBRARY";"40968.53875";"NE5 1TU";"55.0008475";"-1.7148744"
"36";"CITY";"40968.54273148148";"SR2 7HE";"54.8981905";"-1.3870173"
"5";"KENTON";"40968.5428125";"NE3 4XN";"55.0029962";"-1.6345623"
"5";"KENTON";"40968.54555555555";"NE3 4XN";"55.0029962";"-1.6345623"
"5";"KENTON";"40968.54822916666";"NE3 4XN";"55.0029962";"-1.6345623"
"5";"KENTON";"40968.55025462963";"NE3 4XN";"55.0029962";"-1.6345623"
"36";"CITY";"40968.57682870371";"NE24 3TF";"55.1163787";"-1.5098128"
"36";"CITY";"40968.5827199074";NULL;NULL;NULL
"36";"CITY";"40968.58643518519";"DL1 1JB";"54.5277137";"-1.5396432"
"36";"CITY";"40968.58877314815";"NE2 1NQ";"54.9828735";"-1.5974036"
"1";"OUTER WEST LIBRARY";"40968.59907407407";"NE15 8UQ";"54.9833921";"-1.7225947"
"36";"CITY";"40968.6003125";"NE28 7JG";"54.9985663";"-1.5171122"
"36";"CITY";"40968.60694444444";"NE8 2NA";"54.9575854";"-1.6196341"
"36";"CITY";"40968.60737268518";"NE1 8DX";"54.977629";"-1.6092258"
"2";"GOSFORTH";"40968.61063657407";"NE3 2DW";"55.0225464";"-1.6195574"
"1";"OUTER WEST LIBRARY";"40968.61332175926";NULL;NULL;NULL
"36";"CITY";"40968.61384259259";"NE7 7PL";"55.0001164";"-1.5787226"
"5";"KENTON";"40968.61931712963";"NE3 3TB";"55.0091977";"-1.6459574"
"36";"CITY";"40968.62244212963";"NE15 7UB";"54.9815404";"-1.6920202"
"36";"CITY";"40968.63850694444";"NE7 7PL";"55.0001164";"-1.5787226"
"36";"CITY";"40968.64303240741";"NE5 3EB";"54.9959224";"-1.664498"
"9";"WEST END";"40968.64502314815";"NE4 8AH";"54.9718675";"-1.6538079"
"36";"CITY";"40968.66684027778";"NE4 9EP";"54.9821682";"-1.6541318"
"36";"CITY";"40968.66943287037";"NE1 3JA";"54.9692623";"-1.6090492"
"9";"WEST END";"40968.67934027778";"NE15 6NF";"54.974351";"-1.6753841"
"36";"CITY";"40968.69018518519";"NE26 1QE";"55.0491508";"-1.4519603"
"36";"CITY";"40968.69311342593";"NE61 2TA";"55.161";"-1.6897426"
"2";"GOSFORTH";"40968.69700231482";"NE3 4XN";"55.0029962";"-1.6345623"
"36";"CITY";"40968.70435185185";"NE15 8UQ";"54.9833921";"-1.7225947"
"36";"CITY";"40968.70519675926";"DH8 9DW";"54.8488276";"-1.9265991"
"36";"CITY";"40968.70628472222";NULL;NULL;NULL
"36";"CITY";"40968.70655092593";NULL;NULL;NULL
"36";"CITY";"40968.81418981482";"NE17 7EP";"54.9138537";"-1.8162866"
"36";"CITY";"40969.36123842592";"NE6 2LD";"54.9747647";"-1.5693971"
"4";"JESMOND";"40969.39950231482";"NE2 3LD";"54.9957568";"-1.6083423"
"11";"NEWBIGGIN HALL";"40969.40707175926";"NE5 4DW";"55.0059111";"-1.6856611"
"4";"JESMOND";"40969.42252314815";"NE3 1AR";"55.0071528";"-1.6117037"
"4";"JESMOND";"40969.42512731482";"NE2 2RR";"54.9919918";"-1.6003689"
"3";"FENHAM";"40969.43074074074";"NE4 9EP";"54.9821682";"-1.6541318"
"3";"FENHAM";"40969.43219907407";"NE5 2SY";"54.9899786";"-1.6833345"
"7";"HIGH HEATON";"40969.44616898148";"NE7 7PL";"55.0001164";"-1.5787226"
"36";"CITY";"40969.45012731481";"NE27 0NF";"55.0344612";"-1.5120155"
"4";"JESMOND";"40969.45662037037";"NE2 3LD";"54.9957568";"-1.6083423"
"20";"DENTON BURN";"40969.46192129629";"NE15 7UB";"54.9815404";"-1.6920202"
"36";"CITY";"40969.46792824074";NULL;NULL;NULL
"36";"CITY";"40969.47018518519";"NE6 2LD";"54.9747647";"-1.5693971"
"36";"CITY";"40969.47050925926";"NE1 5PW";"54.9722632";"-1.6157763"
"9";"WEST END";"40969.4821875";"NE4 9EP";"54.9821682";"-1.6541318"
"36";"CITY";"40969.48540509259";"NE1 3JA";"54.9692623";"-1.6090492"
"36";"CITY";"40969.51885416666";"NE1 4XQ";"54.9729889";"-1.6196111"
"36";"CITY";"40969.51929398148";"NE7 7PL";"55.0001164";"-1.5787226"
"36";"CITY";"40969.52158564814";"NE25 8BH";"55.0391897";"-1.459559"
"36";"CITY";"40969.53089120371";NULL;NULL;NULL
"9";"WEST END";"40969.53232638889";"NE4 9EP";"54.9821682";"-1.6541318"
"36";"CITY";"40969.53376157407";"NE4 9EP";"54.9821682";"-1.6541318"
"1";"OUTER WEST LIBRARY";"40969.54231481482";"NE5 2SY";"54.9899786";"-1.6833345"
"36";"CITY";"40969.54637731481";"NE46 3EW";"54.9747297";"-2.1098324"
"6";"WALKER";"40969.55483796296";"NE25 8BH";"55.0391897";"-1.459559"
"36";"CITY";"40969.55991898148";NULL;NULL;NULL
"36";"CITY";"40969.56019675926";"NE24 5HP";"55.1268178";"-1.5310327"
"36";"CITY";"40969.56313657408";"NE68 7TR";"55.5785524";"-1.6584667"
"36";"CITY";"40969.57569444444";"NE5 2SY";"54.9899786";"-1.6833345"
"36";"CITY";"40969.57790509259";"NE66 3LJ";"55.4525189";"-1.6318144"
"36";"CITY";"40969.58694444445";"NE2 4AB";"54.9839327";"-1.620875"
"4";"JESMOND";"40969.58752314815";"NE2 2RR";"54.9919918";"-1.6003689"
"4";"JESMOND";"40969.58917824074";"NE2 2RR";"54.9919918";"-1.6003689"
"36";"CITY";"40969.59033564815";"NE63 9FT";"55.1806177";"-1.5514437"
"2";"GOSFORTH";"40969.59303240741";NULL;NULL;NULL
"2";"GOSFORTH";"40969.59396990741";NULL;NULL;NULL
"36";"CITY";"40969.59711805556";"NE21 5AZ";"54.9596541";"-1.7094973"
"36";"CITY";"40969.60542824074";"NE8 2NA";"54.9575854";"-1.6196341"
"36";"CITY";"40969.61724537037";"NE5 3EB";"54.9959224";"-1.664498"
"4";"JESMOND";"40969.63436342592";"NE2 4AB";"54.9839327";"-1.620875"
"4";"JESMOND";"40969.63747685185";"NE2 3LD";"54.9957568";"-1.6083423"
"2";"GOSFORTH";"40969.63753472222";"NE3 1AR";"55.0071528";"-1.6117037"
"5";"KENTON";"40969.63777777777";"NE3 4XN";"55.0029962";"-1.6345623"
"2";"GOSFORTH";"40969.63923611111";"NE3 1AR";"55.0071528";"-1.6117037"
"36";"CITY";"40969.64600694444";"NE8 4NP";"54.9511256";"-1.6065377"
"36";"CITY";"40969.64913194445";"NE2 2RR";"54.9919918";"-1.6003689"
"35";"EAST END";"40969.65327546297";"NE6 4XY";"54.9836239";"-1.5508982"
"36";"CITY";"40969.65506944444";"NE2 1NQ";"54.9828735";"-1.5974036"
"35";"EAST END";"40969.67605324074";"NE4 5EQ";"54.9768148";"-1.6327259"
"36";"CITY";"40969.68032407408";"NE30 4JR";"55.023068";"-1.4282517"
"36";"CITY";"40969.69603009259";"NE1 8DX";"54.977629";"-1.6092258"
"35";"EAST END";"40969.69771990741";"NE6 4XY";"54.9836239";"-1.5508982"
"5";"KENTON";"40969.70398148148";"NE3 4XN";"55.0029962";"-1.6345623"
"36";"CITY";"40969.72378472222";"NE19 1HF";"55.25225";"-2.1937404"
"36";"CITY";"40969.73634259259";NULL;NULL;NULL
"36";"CITY";"40969.73690972223";"NE30 4JR";"55.023068";"-1.4282517"
"36";"CITY";"40969.73851851852";"TS26 9HY";"54.6827219";"-1.2219053"
"1";"OUTER WEST LIBRARY";"40969.74665509259";"NE5 1TU";"55.0008475";"-1.7148744"
"7";"HIGH HEATON";"40969.80296296296";"NE7 7PL";"55.0001164";"-1.5787226"
"7";"HIGH HEATON";"40969.80475694445";"NE7 7PL";"55.0001164";"-1.5787226"
"36";"CITY";"40970.39364583333";"NE5 2SY";"54.9899786";"-1.6833345"
"36";"CITY";"40970.39922453704";"NE3 2SL";"55.01723";"-1.6492613"
"36";"CITY";"40970.40694444445";"DH4 7RF";"54.8731221";"-1.4940376"
"36";"CITY";"40970.4078125";"NE46 4EZ";"55.01172";"-2.1094622"
"3";"FENHAM";"40970.41113425926";"NE5 3EB";"54.9959224";"-1.664498"
"36";"CITY";"40970.41233796296";"NE10 9EF";"54.9469907";"-1.5684346"
"36";"CITY";"40970.42248842592";"NE4 6JG";"54.9719748";"-1.6344969"
"36";"CITY";"40970.42368055556";"NE12 9RN";"55.0219778";"-1.5547833"
"36";"CITY";"40970.42653935185";"NE4 5EQ";"54.9768148";"-1.6327259"
"24";"PRIORITY SERVICES";"40970.43487268518";"NE4 8AH";"54.9718675";"-1.6538079"
"36";"CITY";"40970.4455787037";"NE46 2LT";"54.9645429";"-2.1206971"
"2";"GOSFORTH";"40970.44908564815";"NE3 2SL";"55.01723";"-1.6492613"
"36";"CITY";"40970.45165509259";"NE6 2LD";"54.9747647";"-1.5693971"
"36";"CITY";"40970.45255787037";"NE2 4AB";"54.9839327";"-1.620875"
"2";"GOSFORTH";"40970.45361111111";"NE3 3TB";"55.0091977";"-1.6459574"
"36";"CITY";"40970.46032407408";"NE6 5LJ";"54.986578";"-1.5775826"
"2";"GOSFORTH";"40970.46931712963";"NE3 1AR";"55.0071528";"-1.6117037"
"9";"WEST END";"40970.46947916667";"NE4 8AH";"54.9718675";"-1.6538079"
"36";"CITY";"40970.47956018519";"NE61 1HT";"55.1696226";"-1.6878962"
"36";"CITY";"40970.48539351852";"NE1 6PY";"54.9742805";"-1.5994268"
"35";"EAST END";"40970.50012731482";"NE6 2LD";"54.9747647";"-1.5693971"
"36";"CITY";"40970.5077662037";"NE2 1NQ";"54.9828735";"-1.5974036"
"36";"CITY";"40970.50859953704";"NE15 6NF";"54.974351";"-1.6753841"
"2";"GOSFORTH";"40970.5122337963";"NE3 2SL";"55.01723";"-1.6492613"
"36";"CITY";"40970.51329861111";"NE28 0DP";"55.0008377";"-1.4949545"
"6";"WALKER";"40970.52171296296";"NE6 5LJ";"54.986578";"-1.5775826"
"36";"CITY";"40970.5221875";"SO31 9BB";"50.8541591";"-1.2888295"
"6";"WALKER";"40970.52540509259";"NE6 5LJ";"54.986578";"-1.5775826"
"35";"EAST END";"40970.52815972222";"NE6 5LJ";"54.986578";"-1.5775826"
"36";"CITY";"40970.53560185185";"NE22 5PU";"55.1345044";"-1.5804868"
"36";"CITY";"40970.54203703703";"NE3 3TB";"55.0091977";"-1.6459574"
"20";"DENTON BURN";"40970.55905092593";"NE15 7UB";"54.9815404";"-1.6920202"
"20";"DENTON BURN";"40970.55988425926";"NE15 7UB";"54.9815404";"-1.6920202"
"36";"CITY";"40970.5746412037";"SE16 2UA";"51.4937374";"-0.0522222"
"36";"CITY";"40970.57636574074";"NE9 5UN";"54.9421911";"-1.5926667"
"36";"CITY";"40970.57759259259";"NE9 5UN";"54.9421911";"-1.5926667"
"36";"CITY";"40970.57871527778";"NE9 5UN";"54.9421911";"-1.5926667"
"6";"WALKER";"40970.58108796296";"NE6 3NP";"54.9705946";"-1.5480865"
"36";"CITY";"40970.58407407408";"NE38 9BU";"54.8821354";"-1.5420521"
"3";"FENHAM";"40970.58791666666";"NE4 9EP";"54.9821682";"-1.6541318"
"35";"EAST END";"40970.58986111111";"NE6 3NP";"54.9705946";"-1.5480865"
"36";"CITY";"40970.59622685185";"NE1 8DX";"54.977629";"-1.6092258"
"36";"CITY";"40970.59799768519";"NE6 2LD";"54.9747647";"-1.5693971"
"36";"CITY";"40970.60079861111";"NE4 8AH";"54.9718675";"-1.6538079"
"36";"CITY";"40970.60776620371";"NE15 7UB";"54.9815404";"-1.6920202"
"36";"CITY";"40970.60850694445";"NE6 5LJ";"54.986578";"-1.5775826"
"5";"KENTON";"40970.6139699074";"NE3 3TB";"55.0091977";"-1.6459574"
"36";"CITY";"40970.61506944444";NULL;NULL;NULL
"6";"WALKER";"40970.61765046296";"NE6 4XY";"54.9836239";"-1.5508982"
"36";"CITY";"40970.61949074074";"DH1 2DX";"54.7749351";"-1.5361641"
"2";"GOSFORTH";"40970.63618055556";"NE66 3LJ";"55.4525189";"-1.6318144"
"36";"CITY";"40970.64258101852";"PH2 6AH";"56.4470236";"-3.3882795"
"36";"CITY";"40970.64460648148";"NE4 8AH";"54.9718675";"-1.6538079"
"19";"DINNINGTON";"40970.6449537037";"NE13 7BA";"55.0470845";"-1.6490493"
"36";"CITY";"40970.64611111111";"NE2 4AB";"54.9839327";"-1.620875"
"36";"CITY";"40970.64767361111";"NE4 8AH";"54.9718675";"-1.6538079"
"9";"WEST END";"40970.65181712963";"NE4 8AH";"54.9718675";"-1.6538079"
"9";"WEST END";"40970.66484953704";"NE15 7UB";"54.9815404";"-1.6920202"
"9";"WEST END";"40970.66601851852";"NE15 7UB";"54.9815404";"-1.6920202"
"2";"GOSFORTH";"40970.66747685185";"NE3 3TB";"55.0091977";"-1.6459574"
"2";"GOSFORTH";"40970.66847222222";"NE3 3TB";"55.0091977";"-1.6459574"
"2";"GOSFORTH";"40970.66922453704";"NE3 3TB";"55.0091977";"-1.6459574"
"2";"GOSFORTH";"40970.67060185185";"NE3 3TB";"55.0091977";"-1.6459574"
"36";"CITY";"40970.68655092592";"NE12 8JB";"55.0150567";"-1.5827328"
"36";"CITY";"40970.69332175926";"NE6 5LJ";"54.986578";"-1.5775826"
"36";"CITY";"40970.69606481482";"NE37 1AR";"54.9107406";"-1.5373556"
"36";"CITY";"40970.69960648148";"NE4 5EQ";"54.9768148";"-1.6327259"
"36";"CITY";"40970.70248842592";"NE4 5EQ";"54.9768148";"-1.6327259"
"36";"CITY";"40970.72197916666";"NE30 3BA";"55.030733";"-1.4436492"
"36";"CITY";"40971.41013888889";"NE4 5EQ";"54.9768148";"-1.6327259"
"36";"CITY";"40971.41119212963";"NE12 8JB";"55.0150567";"-1.5827328"
"2";"GOSFORTH";"40971.4180324074";"NE3 4XN";"55.0029962";"-1.6345623"
"36";"CITY";"40971.4186574074";"NE4 8AH";"54.9718675";"-1.6538079"
"2";"GOSFORTH";"40971.42056712963";"NE3 4XN";"55.0029962";"-1.6345623"
"36";"CITY";"40971.44114583333";NULL;NULL;NULL
"36";"CITY";"40971.4453587963";"NE2 4AB";"54.9839327";"-1.620875"
"36";"CITY";"40971.46349537037";"NE10 0YQ";"54.9557589";"-1.5549643"
"36";"CITY";"40971.47221064815";"LE9 3BA";"52.5660676";"-1.2396486"
"36";"CITY";"40971.47590277778";"NE6 5LJ";"54.986578";"-1.5775826"
"36";"CITY";"40971.48543981482";NULL;NULL;NULL
"36";"CITY";"40971.49744212963";"NE2 1NQ";"54.9828735";"-1.5974036"
