"Location";"Type";"EstablishmentName";"EstablishmentStatus";"HeadFirstName";"HeadHonours";"HeadLastName";"HeadPreferredJobTitle";"HeadTitle";"Postcode";"Street";"Town"
"Newcastle";"Primary";"Broadwood Primary School";"Open";"Marcus";NULL;"Tinsley";"Headteacher";"Mr";"NE15 7TB";"Broadwood Road";"Newcastle upon Tyne"
"Newcastle";"Primary";"Tyneview Primary School";"Open";"Stephen";NULL;"Gittins";"Headteacher";"Mr";"NE6 3QP";"Winslow Place";"Newcastle upon Tyne"
"Newcastle";"Primary";"North Fawdon Primary School";"Open";"Lorraine";NULL;"Alexander";"Headteacher";"Mrs";"NE3 2SL";"Brotherlee Road";"Newcastle upon Tyne"
"Newcastle";"Primary";"Hilton Primary School";"Open";"Shirley";NULL;"Davison";"Headteacher";"Mr";"NE5 3RN";"Hilton Avenue";"Newcastle upon Tyne"
"Newcastle";"Primary";"Mountfield Primary School";"Open";"David";NULL;"Atkinson";"Headteacher";"Mr";"NE3 3AT";"Kirkwood Drive";"Newcastle upon Tyne"
"Newcastle";"Primary";"Ravenswood Primary School";"Open";"Pauline";NULL;"Summerhill";"Headteacher";"Mrs";"NE6 5TU";"Ravenswood Road";"Newcastle upon Tyne"
"Newcastle";"Primary";"St Johns Primary School";"Open";"Julia";NULL;"Bayes";"Headteacher";"Mrs";"NE4 8HE";"Teindland Close";"Newcastle upon Tyne"
"Newcastle";"Primary";"Stocksfield Avenue Primary School";"Open";"Gill";NULL;"Pritchard";"Headteacher";"Mrs";"NE5 2DQ";"St Cuthbert's Road";"Newcastle upon Tyne"
"Newcastle";"Primary";"Walkergate Primary School";"Open";"Don";NULL;"Smith";"Headteacher";"Mr";"NE6 4SD";"Sutton Street";"Newcastle upon Tyne"
"Newcastle";"Primary";"Thomas Walling Primary School";"Open";"Julie";NULL;"Scott";"Headteacher";"Mrs";"NE5 3PL";"Lindfield Avenue";"Newcastle upon Tyne"
"Newcastle";"Primary";"Welbeck Primary School";"Open";"Linda";NULL;"Taylor";"Headteacher";"Mrs";"NE6 2QL";"Flodden Street";"Newcastle upon Tyne"
"Newcastle";"Primary";"Westgate Hill Primary School";"Open";"June";NULL;"Foster";"Executive Headteacher";"Ms";"NE4 6NY";"Westgate Road";"Newcastle upon Tyne"
"Newcastle";"Primary";"West Walker Primary School";"Open";"Nicola";NULL;"Draper";"Headteacher";"Ms";"NE6 3XW";"326 Church Street";"Newcastle upon Tyne"
"Newcastle";"Primary";"Wharrier Street Primary School";"Open";"Bernadette";NULL;"Doherty";"Headteacher";"Mrs";"NE6 3EY";"Wharrier Street";"Newcastle upon Tyne"
"Newcastle";"Primary";"Wingrove Primary School";"Open";"Denise";NULL;"Harland";"Headteacher";"Ms";"NE4 9HN";"Hadrian Road";"Newcastle upon Tyne"
"Newcastle";"Primary";"Wyndham Primary School";"Open";"Barbara";NULL;"Redhead";"Headteacher";"Ms";"NE3 4QP";"Wyndsail Place";"Newcastle upon Tyne"
"Newcastle";"Primary";"Kenton Bar Primary School";"Open";"Tony";NULL;"Leonard";"Headteacher";"Mr";"NE3 3YF";"Ryal Walk";"Newcastle upon Tyne"
"Newcastle";"Primary";"Kingston Park Primary School";"Open";"Judy";NULL;"Evans";"Headteacher";"Mrs";"NE3 2EL";"Cranleigh Avenue";"Newcastle upon Tyne"
"Newcastle";"Primary";"Hotspur Primary School";"Open";"Miles";NULL;"Clarke";"Headteacher";"Mr";"NE6 5PA";"Mowbray Street";"Newcastle upon Tyne"
"Newcastle";"Primary";"Moorside Community Primary School";"Open";"June";NULL;"Foster";"Headteacher";"Ms";"NE4 5AW";"Beaconsfield Street";"Newcastle upon Tyne"
"Newcastle";"Primary";"Christ Church CofE Primary School";"Open";"Sandra";NULL;"Furno";"Headteacher";"Ms";"NE2 1XA";"Shieldfield Green";"Newcastle upon Tyne"
"Newcastle";"Primary";"St Anthony's CofE Primary School";"Open";"Julie";NULL;"Kadleck";"Headteacher";"Mrs";"NE6 3SU";"Pottery Bank";"Newcastle upon Tyne"
"Newcastle";"Primary";"Archbishop Runcie CofE First School";"Open";"J E";NULL;"Robson";"Headteacher";"Mrs";"NE3 1US";"Christon Road";"Newcastle upon Tyne"
"Newcastle";"Primary";"St Charles' RC Primary School";"Open";"Victoria";NULL;"Lindsay";"Headteacher";"Mrs";"NE3 3HE";"Regent Farm Road";"Newcastle upon Tyne"
"Newcastle";"Primary";"St Oswald's RC Primary School";"Open";"Karen";NULL;"Holmes";"Headteacher";"Mrs";"NE3 5LE";"Hartford Road";"Newcastle upon Tyne"
"Newcastle";"Primary";"St Mark's RC Primary School";"Open";"Alison";NULL;"Miller";"Headteacher";"Mrs";"NE5 4BT";"Bardon Close";"Newcastle upon Tyne"
"Newcastle";"Primary";"St George's RC Primary School";"Open";"Jennifer Mary";NULL;"Gill";"Headteacher";"Mrs";"NE15 6XX";"Bell's Close";"Newcastle upon Tyne"
"Newcastle";"Primary";"St Cuthbert's RC Primary School";"Open";"Doreen";NULL;"King";"Headteacher";"Mrs";"NE15 8JL";"The Green";"Newcastle upon Tyne"
"Newcastle";"Primary";"St John Vianney RC Primary School";"Open";"Aidan";NULL;"Duffy";"Headteacher";"Mr";"NE5 1DN";"Hillhead Road";"Newcastle upon Tyne"
"Newcastle";"Primary";"St Paul's CofE Primary School";"Open";"Judith";NULL;"Sword";"Headteacher";"Ms";"NE4 7JU";"Victoria Street";"Newcastle upon Tyne"
"Newcastle";"Primary";"English Martyrs' RC Primary School";"Open";"Denise";NULL;"Kendall";"Headteacher";"Mrs";"NE5 2SA";"Beaufront Gardens";"Newcastle upon Tyne"
"Newcastle";"Primary";"Sacred Heart RC Primary School";"Open";"Kevin";NULL;"Foster";"Headteacher";"Mr";"NE4 9XZ";"Convent Road";"Newcastle upon Tyne"
"Newcastle";"Primary";"St Bede's RC Primary School";"Open";"Michael";NULL;"Scurr";"Headteacher";"Mr";"NE15 7HS";"Howlett Hall Road";"Newcastle upon Tyne"
"Newcastle";"Primary";"St Cuthbert's Catholic Primary School";"Open";"Nicholas";NULL;"Conway";"Headteacher";"Mr";"NE3 3QR";"Balmain Road";"Newcastle upon Tyne"
"Newcastle";"Primary";"St Catherine's RC Primary School";"Open";"Michael";NULL;"Ewing";"Headteacher";"Mr";"NE2 1PS";"Greystoke Gardens";"Newcastle upon Tyne"
"Newcastle";"Primary";"St Joseph's RC Primary School";"Open";"Elaine";NULL;"Mathews";"Headteacher";"Ms";"NE15 6JB";"Armstrong Road";"Newcastle upon Tyne"
"Newcastle";"Primary";"St Lawrence's RC Primary School";"Open";"Bernadette";NULL;"Lamb";"Headteacher";"Miss";"NE6 2JX";"Headlam Street";"Newcastle upon Tyne"
"Newcastle";"Primary";"Our Lady and St Anne's RC Primary School";"Open";"Michael";NULL;"O'Brien";"Headteacher";"Mr";"NE4 6EB";"Summerhill Terrace";"Newcastle upon Tyne"
"Newcastle";"Primary";"St Michael's RC Primary School";"Open";"Margaret";NULL;"Kerridge";"Headteacher";"Mrs";"NE4 7RE";"Clumber Street North";"Newcastle upon Tyne"
"Newcastle";"Primary";"St Teresa's Catholic Primary School";"Open";"John";NULL;"Harrison";"Headteacher";"Mr";"NE6 5HN";"Heaton Road";"Newcastle upon Tyne"
"Newcastle";"Primary";"St Vincent's RC Primary School";"Open";"Josepha";NULL;"Matthews";"Headteacher";"Sister";"NE6 2TX";"Monkchester Road";"Newcastle upon Tyne"
"Newcastle";"Primary";"St Alban's RC Primary School";"Open";"Mike";NULL;"Donnelly";"Headteacher";"Mr";"NE6 4HQ";"Westbourne Avenue";"Newcastle upon Tyne"
"Newcastle";"Primary";"West Jesmond Primary School";"Open";"Valerie";NULL;"Lyons";"Headteacher";"Ms";"NE2 3AJ";"Tankerville Terrace";"Newcastle upon Tyne"
"Newcastle";"Primary";"Brunton First School";"Open";"Jill";NULL;"McKay";"Headteacher";"Mrs";"NE13 9BD";"Roseden Way";"Newcastle upon Tyne"
"Newcastle";"Secondary";"Gosforth Central Middle School";"Open";"Lorna";NULL;"Anderson";"Headteacher";"Mrs";"NE3 1UN";"Great North Road";"Newcastle upon Tyne"
"Newcastle";"Secondary";"Gosforth Junior High School";"Open";"Hugh John";NULL;"Robinson";"Headteacher";"Mr";"NE3 1DY";"Jubilee Road";"Newcastle upon Tyne"
"Newcastle";"Secondary";"Gosforth East Middle School";"Open";"Geoff";NULL;"Oliver";"Headteacher";"Mr";"NE3 5JT";"Harewood Road";"Newcastle upon Tyne"
"Newcastle";"Secondary";"Gosforth High School";"Open";"Hugh";"Bsc";"Robinson";"Headteacher";"Mr";"NE3 2JH";"Knightsbridge";"Newcastle upon Tyne"
"Newcastle";"Secondary";"Walbottle Campus";"Open";"Wp";NULL;"Sampson";"Headteacher";"Mr";"NE15 9TP";"Hexham Road";"Newcastle upon Tyne"
"Newcastle";"Secondary";"Walker Technology College";"Open";"Steve";NULL;"Gater";"Headteacher";"Mr";"NE6 4BY";"Middle Street";"Newcastle upon Tyne"
"Newcastle";"Secondary";"Benfield School";"Open";"Neil";NULL;"Walker";"Headteacher";"Mr";"NE6 4NU";"Benfield Road";"Newcastle upon Tyne"
"Newcastle";"Secondary";"Kenton School";"Open";"David";NULL;"Pearmain";"Headteacher";"Mr";"NE3 3RU";"Drayton Road";"Newcastle upon Tyne"
"Newcastle";"Secondary";"Heaton Manor School";"Open";"Lynne";NULL;"Ackland";"Headteacher";"Ms";"NE7 7DP";"Jesmond Park West";"Newcastle upon Tyne"
"Newcastle";"Secondary";"St Mary's Catholic Comprehensive School";"Open";"John";NULL;"Foster";"Headteacher";"Mr";"NE7 7PE";"Benton Park Road";"Newcastle upon Tyne"
"Newcastle";"Secondary";"St Cuthbert's High School";"Open";"John Gerard";NULL;"Murphy";"Headteacher";"Mr";"NE15 7PX";"Gretna Road";"Newcastle upon Tyne"
"Newcastle";"Secondary";"Sacred Heart High School";"Open";"Pat";NULL;"Wager";"Headteacher";"Mrs";"NE4 9YH";"Fenham Hall Drive";"Newcastle upon Tyne"
"Newcastle";"Secondary";"All Saints College";"Open";"David";NULL;"Scott";"Principal";"Mr";"NE5 2SZ";"West Denton Way";"Newcastle upon Tyne"
"North Tyneside";"Primary";"Cullercoats Primary School";"Open";"P";NULL;"Akeroyd";"Headteacher";"Miss";"NE30 4PB";"Marden Avenue";"North Tyneside"
"North Tyneside";"Primary";"Priory Primary School";"Open";"J";NULL;"Eckford";"Headteacher";"Mr";"NE30 4LS";"Percy Park Road";"North Tyneside"
"North Tyneside";"Primary";"Waterville Primary School";"Open";"Mark";NULL;"Nugent";"Headteacher";"Mr";"NE29 6SL";"Waterville Road";"North Tyneside"
"North Tyneside";"Primary";"Percy Main Primary School";"Open";"R M";NULL;"Harrison";"Headteacher";"Mr";"NE29 6JA";"Nelson Terrace";"North Tyneside"
"North Tyneside";"Primary";"King Edward Primary School";"Open";"Christina";NULL;"Brown";"Headteacher";"Mrs";"NE30 2BD";"Preston Avenue";"North Tyneside"
"North Tyneside";"Primary";"Spring Gardens Primary School";"Open";"Stephen";NULL;"Baines";"Headteacher";"Mr";"NE29 0HP";"Brightman Road";"North Tyneside"
"North Tyneside";"Primary";"Riverside Primary School";"Open";"Mary";NULL;"Macdonald";"Headteacher";"Dame";"NE29 6DQ";"Minton Lane";"North Tyneside"
"North Tyneside";"Primary";"Monkhouse Primary School";"Open";"Heather";NULL;"Westlake";"Headteacher";"Mrs";"NE30 3SH";"Wallington Avenue";"North Tyneside"
"North Tyneside";"Primary";"Whitehouse Primary School";"Open";"J";NULL;"Maxwell";"Headteacher";"Mr";"NE29 8PE";"Whitehouse Lane";"North Tyneside"
"North Tyneside";"Primary";"Preston Grange Primary School";"Open";"A";NULL;"Storey";"Headteacher";"Miss";"NE29 9QL";"Chiltern Road";"North Tyneside"
"North Tyneside";"Primary";"Shiremoor Primary School";"Open";"H J";NULL;"Clegg";"Headteacher";"Mrs";"NE27 0PW";"Stanton Road";"North Tyneside"
"North Tyneside";"Primary";"Backworth Park Primary School";"Open";"Carol";NULL;"Crerar";"Headteacher";"Mrs";"NE27 0AH";"The Park";"North Tyneside"
"North Tyneside";"Primary";"Holystone Primary School";"Open";"Brian";NULL;"Goodall";"Headteacher";"Mr";"NE27 0DA";"Whitley Road";"North Tyneside"
"North Tyneside";"Primary";"Westmoor Primary School";"Open";"C";NULL;"Down";"Headteacher";"Mrs";"NE12 6SA";"Southgate";"North Tyneside"
"North Tyneside";"Primary";"Rockcliffe First School";"Open";"Sharron";NULL;"Colpitts-Elliott";"Headteacher";"Mrs";"NE26 2NR";"Grafton Road";"North Tyneside"
"North Tyneside";"Primary";"Appletree Gardens First School";"Open";"J L";NULL;"Brown";"Headteacher";"Mrs";"NE25 8XS";"Appletree Gardens";"North Tyneside"
"North Tyneside";"Primary";"Southridge First School";"Open";"Kath";NULL;"Morris";"Headteacher";"Mrs";"NE25 9UD";"Cranleigh Place";"North Tyneside"
"North Tyneside";"Primary";"Amberley Primary School";"Open";"A K";NULL;"Barkes";"Headteacher";"Mrs";"NE12 6SQ";"East Bailey";"North Tyneside"
"North Tyneside";"Primary";"Bailey Green Primary School";"Open";"C S";NULL;"Falkenstein";"Headteacher";"Mrs";"NE12 6QL";"West Bailey";"North Tyneside"
"North Tyneside";"Primary";"South Wellfield First School";"Open";"Julie";NULL;"Gordon";"Headteacher";"Ms";"NE25 9QL";"Otterburn Avenue";"North Tyneside"
"North Tyneside";"Primary";"Marine Park First School";"Open";"V";NULL;"Murphy";"Headteacher";"Mrs";"NE26 1LT";"Park Road";"North Tyneside"
"North Tyneside";"Primary";"Coquet Park First School";"Open";"M";NULL;"Lovell";"Headteacher";"Mr";"NE26 1TQ";"The Links";"North Tyneside"
"North Tyneside";"Primary";"Langley First School";"Open";"J I";NULL;"Williams";"Headteacher";"Mrs";"NE25 9DF";"Langley Avenue";"North Tyneside"
"North Tyneside";"Primary";"Carville Primary School";"Open";"Claire";NULL;"Johnson";"Headteacher";"Mrs";"NE28 6AX";"The Avenue";"North Tyneside"
"North Tyneside";"Primary";"Wallsend Jubilee Primary School";"Open";"Ann Lesley";NULL;"Thornton";"Headteacher";"Mrs";"NE28 9HA";"Mullen Road";"North Tyneside"
"North Tyneside";"Primary";"Battle Hill Primary School";"Open";"K M";NULL;"Arthur";"Headteacher";NULL;"NE28 9DH";"Berwick Drive";"North Tyneside"
"North Tyneside";"Primary";"Richardson Dees Primary School";"Open";"Louise";NULL;"Payne";"Headteacher";"Mrs";"NE28 7RT";"High Street East";"North Tyneside"
"North Tyneside";"Primary";"Stephenson Memorial Primary School";"Open";"B A";NULL;"Esland";"Headteacher";"Mr";"NE28 0AG";"Martin Road";"North Tyneside"
"North Tyneside";"Primary";"Redesdale Primary School";"Open";"Alison";NULL;"Nicholson";"Headteacher";"Mrs";"NE28 8TS";"Wiltshire Drive";"North Tyneside"
"North Tyneside";"Primary";"Whitley Lodge First School";"Open";"Fiona";NULL;"Lutman";"Headteacher";"Mrs";"NE26 3HW";"Woodburn Drive";"North Tyneside"
"North Tyneside";"Primary";"Moor Edge Community Primary School";"Open";"Lesley";NULL;"Clelland";"Headteacher";"Mrs";"NE12 6TS";"Grasmere Court";"North Tyneside"
"North Tyneside";"Primary";"Collingwood Primary School";"Open";"J";NULL;"Crinson";"Headteacher";"Dr";"NE29 7JQ";"Oswin Terrace";"North Tyneside"
"North Tyneside";"Primary";"Balliol Primary School";"Open";"Fiona";NULL;"Downes";"Headteacher";"Mrs";"NE12 8QP";"Chesters Avenue";"North Tyneside"
"North Tyneside";"Primary";"Benton Dene Primary School";"Open";"J";NULL;"Forster";"Headteacher";"Mrs";"NE12 8FD";"Hailsham Avenue";"North Tyneside"
"North Tyneside";"Primary";"Forest Hall Primary School";"Open";"M";NULL;"Nicholls";"Headteacher";"Miss";"NE12 9BA";"Delaval Road";"North Tyneside"
"North Tyneside";"Primary";"Ivy Road Primary School";"Open";"Jane";NULL;"Ramsey";"Headteacher";"Mr";"NE12 9AP";"Ivy Road";"North Tyneside"
"North Tyneside";"Primary";"New York Primary School";"Open";"Lesley";NULL;"Colthart";"Headteacher";"Mrs";"NE29 8DP";"Lanark Close";"North Tyneside"
"North Tyneside";"Primary";"Denbigh Community Primary School";"Open";"G";NULL;"Dignan";"Headteacher";"Mr";"NE28 0DS";"Denbigh Avenue";"North Tyneside"
"North Tyneside";"Primary";"Greenfields Community Primary School";"Open";"Trish";NULL;"Davison";"Headteacher";"Miss";"NE13 6NB";"Taylor Avenue";"North Tyneside"
"North Tyneside";"Primary";"Hazlewood Community Primary School";"Open";"Ali";NULL;"Endean";"Headteacher";"Mrs";"NE13 6JJ";"Canterbury Way";"North Tyneside"
"North Tyneside";"Primary";"Fordley Community Primary School";"Open";"Tony";NULL;"Rigg";"Headteacher";"Mr";"NE23 7AL";"Dudley Drive";"North Tyneside"
"North Tyneside";"Primary";"Burradon Community Primary School";"Open";"A N";NULL;"Gilfillan";"Headteacher";"Mr";"NE23 7NG";"Burradon Road";"North Tyneside"
"North Tyneside";"Primary";"Christ Church CofE Primary School";"Open";"M";NULL;"Rowntree";"Headteacher";"Mrs";"NE30 2AD";"Kielder Terrace";"North Tyneside"
"North Tyneside";"Primary";"St Bartholomews Church of England Primary School Aided";"Open";"Gillian";NULL;"Surtees";"Headteacher";"Mrs";"NE12 8AE";"Front Street";"North Tyneside"
"North Tyneside";"Primary";"St Cuthberts Roman Catholic Primary School Aided";"Open";"M";NULL;"O'brien";"Headteacher";"Mr";"NE29 0BU";"Lovaine Place";"North Tyneside"
"North Tyneside";"Primary";"St Josephs Roman Catholic Primary School Aided";"Open";"Carol Ann";NULL;"Jewitt";"Headteacher";"Mrs";"NE29 7BT";"Wallsend Road";"North Tyneside"
"North Tyneside";"Primary";"St Marys Roman Catholic Primary School Aided";"Open";"J";NULL;"Murray";"Headteacher";"Mr";"NE30 3EY";"Farringdon Road";"North Tyneside"
"North Tyneside";"Primary";"St Marys Roman Catholic Primary School Aided";"Open";"C";NULL;"Gunning";"Headteacher";"Mrs";"NE12 7AB";"Great Lime Road";"North Tyneside"
"North Tyneside";"Primary";"St Stephens Roman Catholic Primary School Aided";"Open";"Stephen";NULL;"Fallon";"Headteacher";"Mr";"NE12 8NU";"Bardsey Place";"North Tyneside"
"North Tyneside";"Primary";"Star of the Sea RC VA Primary";"Open";"M";NULL;"Willcock";"Headteacher";"Mr";"NE25 9EG";"Seatonville Road";"North Tyneside"
"North Tyneside";"Primary";"Holy Cross Roman Catholic Primary School Aided";"Open";"A M";NULL;"Burns";"Headteacher";"Mrs";"NE28 0EP";"Coniston Road";"North Tyneside"
"North Tyneside";"Primary";"St Bernadettes Roman Catholic Primary School Aided";"Open";"Alan";NULL;"Egdell";"Headteacher";"Mr";"NE28 9JW";"Rising Sun Cottages";"North Tyneside"
"North Tyneside";"Primary";"St Columbas Roman Catholic Primary School Aided";"Open";"R";NULL;"Meek";"Headteacher";"Mr";"NE28 8EN";"Station Road";"North Tyneside"
"North Tyneside";"Primary";"Wallsend St Peter's CofE Aided Primary School";"Open";"Paul";NULL;"Rickeard";"Headteacher";"Mr";"NE28 6PY";"North Terrace";"North Tyneside"
"North Tyneside";"Primary";"Hadrian Park Primary School";"Open";"Christine";NULL;"Wright";"Headteacher";"Ms";"NE28 9RT";"Addington Drive";"North Tyneside"
"North Tyneside";"Primary";"Western Community Primary School";"Open";"Sally";NULL;"Craigen";"Headteacher";"Mrs";"NE28 8QL";"Rutland Road";"North Tyneside"
"North Tyneside";"Secondary";"Marden High School - A Specialist Maths, Science and Media Arts College";"Open";"David";NULL;"Stainthorpe";"Headteacher";"Mr";"NE30 3RZ";"Hartington Road";"North Tyneside"
"North Tyneside";"Secondary";"Norham Community Technology College";"Open";"Linda";NULL;"Halbert";"Headteacher";"Mrs";"NE29 7BU";"Alnwick Avenue";"North Tyneside"
"North Tyneside";"Secondary";"Marden Bridge Middle School";"Open";"A J";NULL;"Driver";"Headteacher";"Mr";"NE25 8RW";"Lovaine Avenue";"North Tyneside"
"North Tyneside";"Secondary";"Valley Gardens Middle School";"Open";"Michael";NULL;"Homer";"Headteacher";"Mr";"NE25 9AQ";"Valley Gardens";"North Tyneside"
"North Tyneside";"Secondary";"Monkseaton Middle School";"Open";"Christina";NULL;"Black";"Headteacher";"Mrs";"NE25 8JN";"Vernon Drive";"North Tyneside"
"North Tyneside";"Secondary";"Whitley Bay High School";"Open";"A";NULL;"Chedburn";"Headteacher";"Mr";"NE25 9AS";"Deneholm";"North Tyneside"
"North Tyneside";"Secondary";"George Stephenson Community High School";"Open";"Ian D";NULL;"Wilkinson";"Headteacher";"Mr";"NE12 6SA";"Southgate";"North Tyneside"
"North Tyneside";"Secondary";"Burnside Business and Enterprise College";"Open";"Michelle";NULL;"Murphy";"Headteacher";"Mrs";"NE28 7LQ";"St Peter's Road";"North Tyneside"
"North Tyneside";"Secondary";"Churchill Community College";"Open";"David";NULL;"Baldwin";"Headteacher";"Mr";"NE28 7TN";"Churchill Street";"North Tyneside"
"North Tyneside";"Secondary";"Monkseaton Community High School";"Open";"P";NULL;"Kelley";"Headteacher";"Dr";"NE25 9EQ";"Seatonville Road";"North Tyneside"
"North Tyneside";"Secondary";"John Spence Community High School";"Open";"B";NULL;"Davison";"Headteacher";"Mr";"NE29 9PU";"Preston Road";"North Tyneside"
"North Tyneside";"Secondary";"Longbenton Community College";"Open";"J";NULL;"Cockburn";"Headteacher";"Mr";"NE12 8ER";"Hailsham Avenue";"North Tyneside"
"North Tyneside";"Secondary";"Seaton Burn College, A Specialist Business and Enterprise School";"Open";"A J";NULL;"Shaw";"Headteacher";"Ms";"NE13 6EJ";"Dudley Lane";"North Tyneside"
"North Tyneside";"Secondary";"St Thomas More Roman Catholic High School Aided";"Open";"J T";NULL;"Marshall";"Headteacher";"Mr";"NE29 8LF";"Lynn Road";"North Tyneside"
"North Tyneside";"Secondary";"Wellfield Middle School";"Open";"Stephen William";NULL;"Collinson";"Headteacher";"Mr";"NE25 9QW";"Kielder Road";"North Tyneside"
"Northumberland";"Primary";"Acomb First School";"Open";"Lee";NULL;"Madderson";"Headteacher";"Mr";"NE46 4PL";"Bishops Hill";"Northumberland"
"Northumberland";"Primary";"Allendale First School";"Open";"Christopher";NULL;"Bulman";"Headteacher";"Mr";"NE47 9PT";"Shilburn Road";"Northumberland"
"Northumberland";"Primary";"Alnwick South First School";"Open";"Jenny";NULL;"Smith";"Headteacher";"Mrs";"NE66 1UL";"The Avenue";"Northumberland"
"Northumberland";"Primary";"Amble Links First School";"Open";"Jackie";NULL;"Brown";"Headteacher";"Mrs";"NE65 0SA";"Links Avenue";"Northumberland"
"Northumberland";"Primary";"Amble First School";"Open";"Joyce";NULL;"Jenkins";"Headteacher";"Ms";"NE65 0EF";"Edwin Street";"Northumberland"
"Northumberland";"Primary";"Bedlington West End First School";"Open";"Wendy";NULL;"Holland";"Headteacher";"Mrs";"NE22 6EB";"West End";"Northumberland"
"Northumberland";"Primary";"Bedlington Station First School";"Open";"Pauline";NULL;"Mulholland";"Headteacher";"Mrs";"NE22 7JQ";"School Road";"Northumberland"
"Northumberland";"Primary";"Stakeford First School";"Open";"Julie";NULL;"Hall";"Headteacher";"Mrs";"NE62 5TZ";"East Ford Road";"Northumberland"
"Northumberland";"Primary";"Cambois First School";"Open";"Paul";NULL;"Frost";"Headteacher";"Mr";"NE24 1RD";"Cowgate";"Northumberland"
"Northumberland";"Primary";"Choppington First School";"Open";"Gill";NULL;"McKay";"Headteacher";"Mrs";"NE62 5RR";"Eastgate";"Northumberland"
"Northumberland";"Primary";"Bedlington Stead Lane First School";"Open";"Andy";NULL;"Jones";"Headteacher";"Mr";"NE22 5JS";"Stead Lane";"Northumberland"
"Northumberland";"Primary";"Bellingham First School";"Open";"Wendy";NULL;"Goddard";"Headteacher";"Mrs";"NE48 2EL";"Redesmouth Road";"Northumberland"
"Northumberland";"Primary";"Belsay First School";"Open";"Christine";NULL;"Corbett";"Headteacher";"Mrs";"NE20 0ET";"Belsay";"Northumberland"
"Northumberland";"Primary";"Spittal Community School";"Open";"R";NULL;"Curry";"Headteacher";"Mr";"TD15 1RD";"Main Street";"Northumberland"
"Northumberland";"Primary";"Tweedmouth West First School";"Open";"B";NULL;"Malkin";"Headteacher";"Mrs";"TD15 2HS";"Osborne Road";"Northumberland"
"Northumberland";"Primary";"Tweedmouth Prior Park First School";"Open";"Patricia";NULL;"Wilson";"Headteacher";"Mrs";"TD15 2DB";"Dean Drive";"Northumberland"
"Northumberland";"Primary";"Branton Community First School";"Open";"A";NULL;"Lloyd-Harris";"Headteacher";"Mrs";"NE66 4JF";"Branton";"Northumberland"
"Northumberland";"Primary";"Broomley First School";"Open";"Sheila";"Ba Hons";"Coulson";"Headteacher";"Mrs";"NE43 7NN";"Main Road";"Northumberland"
"Northumberland";"Primary";"West Woodburn First School";"Open";"Susan";NULL;"Beavers";"Headteacher";"Mrs";"NE48 2RX";"West Woodburn";"Northumberland"
"Northumberland";"Primary";"Cramlington Eastlea Primary School";"Open";"Emma";"BA";"Beeston";"Headteacher";"Miss";"NE23 3ST";"Durham Road";"Northumberland"
"Northumberland";"Primary";"Beaconhill Community Primary School";"Open";"Amanda";"Bed Med";"Forbes";"Headteacher";"Mrs";"NE23 8EH";"Langdale Drive";"Northumberland"
"Northumberland";"Primary";"Cramlington Shanklea Primary School";"Open";"J";NULL;"Holland";"Headteacher";"Mrs";"NE23 1RQ";"Nairn Road";"Northumberland"
"Northumberland";"Primary";"Holywell Village First School";"Open";"M";NULL;"Gordon-Brown";"Headteacher";"Mrs";"NE25 0LN";"Holywell";"Northumberland"
"Northumberland";"Primary";"Broomhill First School";"Open";"Hazel";"Ba";"Jenkins";"Headteacher";"Mrs";"NE65 9UT";"Station Road";"Northumberland"
"Northumberland";"Primary";"Red Row First School";"Open";"Linda";NULL;"Brett";"Headteacher";"Mrs";"NE61 5AS";"Red Row";"Northumberland"
"Northumberland";"Primary";"Ellington First School";"Open";"Kevin";NULL;"Vardy";"Headteacher";"Mr";"NE61 5HL";"Warkworth Drive";"Northumberland"
"Northumberland";"Primary";"Linton First School";"Open";"Katherine";NULL;"Urwin";"Headteacher";"Mrs";"NE61 5SG";"Linton";"Northumberland"
"Northumberland";"Primary";"Haltwhistle Community Campus Lower School";"Open";"J Ohn";"Bed Hons";"Roberts-Green";"Headteacher";"Mr";"NE49 9DP";"Woodhead Lane";"Northumberland"
"Northumberland";"Primary";"Stamfordham First School";"Open";"Claire Ann";NULL;"McKinney";"Headteacher";"Miss";"NE18 0NA";"Stamfordham";"Northumberland"
"Northumberland";"Primary";"Hexham East First School";"Open";"Judith";NULL;"Meek";"Headteacher";"Mrs";"NE46 1JD";"Beaufront Avenue";"Northumberland"
"Northumberland";"Primary";"Morpeth First School";"Open";"E";NULL;"Reay";"Headteacher";"Miss";"NE61 1TL";"Goose Hill";"Northumberland"
"Northumberland";"Primary";"Netherton Northside First School";"Open";"Sue";NULL;"Joyner";"Headteacher";"Mrs";"NE65 7HD";"Netherton";"Northumberland"
"Northumberland";"Primary";"Seahouses First School";"Open";"Margret";NULL;"Ayden";"Headteacher";"Mrs";"NE68 7UE";"Main Street";"Northumberland"
"Northumberland";"Primary";"Otterburn First School";"Open";"Geoffrey";NULL;"Raffle";"Headteacher";"Mr";"NE19 1JF";"Otterburn";"Northumberland"
"Northumberland";"Primary";"Pegswood First School";"Open";"Gillian";"Bed";"Philip";"Headteacher";"Mrs";"NE61 6XG";"Longhirst Road";"Northumberland"
"Northumberland";"Primary";"Ponteland First School";"Open";"Lynn";NULL;"Blain";"Headteacher";"Mrs";"NE20 9QB";"Thornhill Road";"Northumberland"
