"Location";"Type";"EstablishmentName";"EstablishmentStatus";"HeadFirstName";"HeadHonours";"HeadLastName";"HeadPreferredJobTitle";"HeadTitle";"Postcode";"Street";"Town"
"Stockton";"Secondary";"St Michael's Roman Catholic Voluntary Aided Comprehensive School";"Open";"Joe";NULL;"White";"Headteacher";"Mr";"TS23 3DX";"Beamish Road";"Stockton"
"Stockton";"Secondary";"Our Lady and St Bede RC School";"Open";"John";NULL;"Smith";"Headteacher";"Mr";"TS19 0QH";"Bishopton Road West";"Stockton"
"Stockton";"Secondary";"St Patrick's RC Comprehensive School";"Open";"Kenneth";NULL;"Dyer";"Headteacher";"Mr";"TS17 9DE";"Baysdale Road";"Stockton"
"Stockton";"Secondary";"Ian Ramsey Church of England Aided Comprehensive School";"Open";"Mike";NULL;"Davison";"Headteacher";"Mr";"TS18 5AJ";"Greens Lane";"Stockton"
"Stockton";"Secondary";"Thornaby Community School";"Open, but proposed to close";"Linda";"Bed Med Npqh";"Russell-Bond";"Headteacher";"Mrs";"TS17 9DB";"Baysdale Road";"Stockton"
"Stockton";"Secondary";"All Saints CofE School";"Open";"Kevin";NULL;"Mann";"Headteacher";"Mr";"TS17 5BL";"Blair Avenue";"Stockton"
"Sunderland";"Primary";"Barnes Junior School";"Open";"Hilary";NULL;"Cooper";"Headteacher";"Mrs";"SR4 7QF";"Mount Road";"Sunderland"
"Sunderland";"Primary";"Barnes Infant School";"Open";"Julia";NULL;"Belshaw";"Headteacher";"Mrs";"SR4 7QF";"Mount Road";"Sunderland"
"Sunderland";"Primary";"Broadway Junior School";"Open";"M";NULL;"Acklam";"Headteacher";"Mrs";"SR4 8NW";"Springwell Road";"Sunderland"
"Sunderland";"Primary";"Grangetown Primary School";"Open";"Brenda";NULL;"Ainslie";"Acting Headteacher";"Ms";"SR2 8PX";"Spelter Works Road";"Sunderland"
"Sunderland";"Primary";"Diamond Hall Junior School";"Open";"R";NULL;"Holt";"Headteacher";"Mr";"SR4 6JF";"Well Street";"Sunderland"
"Sunderland";"Primary";"Diamond Hall Infant School";"Open";"A E";NULL;"Collingwood";"Headteacher";"Mrs";"SR4 6JF";"Well Street";"Sunderland"
"Sunderland";"Primary";"Fulwell Junior School";"Open";"B";NULL;"Handford";"Headteacher";"Mrs";"SR6 9EE";"Sea Road";"Sunderland"
"Sunderland";"Primary";"Fulwell Infant School";"Open";"Marion";NULL;"Stromsoy";"Headteacher";"Mrs";"SR6 8ED";"Ebdon Lane";"Sunderland"
"Sunderland";"Primary";"Grange Park Primary School";"Open";"Pauline";NULL;"Wood";"Headteacher";"Mrs";"SR5 1EA";"Swan Street";"Sunderland"
"Sunderland";"Primary";"Grindon Infant School";"Open";"Joan";NULL;"Adamson";"Headteacher";"Mrs";"SR4 9QN";"Gleneagles Road";"Sunderland"
"Sunderland";"Primary";"Hasting Hill Primary School";"Open";"Jill";NULL;"Brown";"Headteacher";"Miss";"SR3 4LY";"Tilbury Road";"Sunderland"
"Sunderland";"Primary";"Southwick Primary School";"Open";"T";NULL;"Stoker";"Headteacher";"Mrs";"SR5 2HD";"Clarence Street";"Sunderland"
"Sunderland";"Primary";"Hill View Junior School";"Open";"R";NULL;"Gibson";"Headteacher";"Mr";"SR2 9HE";"Queen Alexandra Road";"Sunderland"
"Sunderland";"Primary";"Hill View Infant School";"Open";"W";NULL;"Angus";"Headteacher";"Mrs";"SR2 9JJ";"Helvellyn Road";"Sunderland"
"Sunderland";"Primary";"Hudson Road Primary School";"Open";"Catherine Jane";NULL;"Westgate";"Acting Headteacher";"Mrs";"SR1 2AH";"Villiers Street South";"Sunderland"
"Sunderland";"Primary";"Dame Dorothy Primary School";"Open";"Maxine";NULL;"Land";"Headteacher";"Mrs";"SR6 0EA";"Dock Street";"Sunderland"
"Sunderland";"Primary";"Town End Primary School";"Open";"Teresa";NULL;"Laybourne";"Headteacher";"Ms";"SR5 4NX";"Borodin Avenue";"Sunderland"
"Sunderland";"Primary";"Bexhill Primary School";"Open";"Teresa";NULL;"Laybourne";"Headteacher";"Mrs";"SR5 4PJ";"Bexhill Road";"Sunderland"
"Sunderland";"Primary";"Willow Fields Community Primary School";"Open";"Andrew";NULL;"Baimbridge";"Headteacher";"Mr";"SR5 5RZ";"Winslow Close";"Sunderland"
"Sunderland";"Primary";"Mill Hill Primary School";"Open";"Sally";NULL;"Davey";"Headteacher";"Mrs";"SR3 2LE";"Doxford Park";"Sunderland"
"Sunderland";"Primary";"East Herrington Primary School";"Open";"A";NULL;"Hodgson";"Headteacher";"Mrs";"SR3 3PR";"Balmoral Terrace";"Sunderland"
"Sunderland";"Primary";"Seaburn Dene Primary School";"Open";"M";NULL;"Purdy";"Headteacher";"Miss";"SR6 8LG";"Torver Crescent";"Sunderland"
"Sunderland";"Primary";"Ryhope Junior School";"Open";"David";NULL;"Miller";"Headteacher";"Mr";"SR2 0RT";"Shaftesbury Avenue";"Sunderland"
"Sunderland";"Primary";"Ryhope Infant School";"Open";"Christine";NULL;"Ray";"Headteacher";"Ms";"SR2 0RT";"Shaftesbury Avenue";"Sunderland"
"Sunderland";"Primary";"New Silksworth Junior School";"Open";"Grahame";"Bed, Med, Maed";"Downey";"Headteacher";"Mr";"SR3 1AS";"Blind Lane";"Sunderland"
"Sunderland";"Primary";"New Silksworth Infant School";"Open";"G O";NULL;"Mitchell";"Headteacher";"Mrs";"SR3 1AS";"Blind Lane";"Sunderland"
"Sunderland";"Primary";"South Hylton Primary School";"Open";"Julie A";NULL;"Cort";"Headteacher";"Mrs";"SR4 0LS";"Union Street";"Sunderland"
"Sunderland";"Primary";"Castletown Primary School";"Open";"R";NULL;"Hennessey";"Headteacher";"Mr";"SR5 3EQ";"Grange Road";"Sunderland"
"Sunderland";"Primary";"Plains Farm Primary School";"Open";"Moya";NULL;"Thirlwall";"Headteacher";"Miss";"SR3 1SU";"Tudor Grove";"Sunderland"
"Sunderland";"Primary";"East Rainton Primary School";"Open";"Sara";NULL;"Toole";"Headteacher";"Mrs";"DH5 9RA";"School Road";"Sunderland"
"Sunderland";"Primary";"Easington Lane Primary School";"Open";"Gillian";NULL;"Heslop";"Headteacher";"Mrs";"DH5 0JT";"High Street";"Sunderland"
"Sunderland";"Primary";"Eppleton Primary School";"Open";"R A";NULL;"Henderson";"Headteacher";"Mr";"DH5 9AJ";"Church Road";"Sunderland"
"Sunderland";"Primary";"Hetton Lyons Primary School";"Open";"A";NULL;"Thomas";"Headteacher";"Mr";"DH5 0AH";"Four Lane Ends";"Sunderland"
"Sunderland";"Primary";"Usworth Colliery Primary School";"Open";"C A";NULL;"Maughan";"Headteacher";"Mrs";"NE37 3BL";"Manor Road";"Sunderland"
"Sunderland";"Primary";"Springwell Village Primary School";"Open";"P J";NULL;"McCarron";"Headteacher";"Mr";"NE9 7RX";"Westfield Crescent";"Sunderland"
"Sunderland";"Primary";"Newbottle Primary School";"Open";"David";NULL;"Pringle";"Headteacher";"Mr";"DH4 4EE";"Houghton Road";"Sunderland"
"Sunderland";"Primary";"Hetton Primary School";"Open";"A M";NULL;"Burns";"Headteacher";"Miss";"DH5 9ND";"Moorsley Road";"Sunderland"
"Sunderland";"Primary";"Barnwell Primary School";"Open";"Janet";NULL;"Foster";"Headteacher";"Mrs";"DH4 7RT";"Whitefield Estate";"Sunderland"
"Sunderland";"Primary";"Fatfield Primary School";"Open";"T";NULL;"Quinn";"Headteacher";"Mrs";"NE38 8RB";"Southcroft";"Sunderland"
"Sunderland";"Primary";"Biddick Primary School";"Open";"S";NULL;"Stothard";"Headteacher";"Mrs";"NE38 7HQ";"Kirkham";"Sunderland"
"Sunderland";"Primary";"Lambton Primary School";"Open";"S";NULL;"Bell";"Headteacher";"Mrs";"NE38 0PL";"Caradoc Close";"Sunderland"
"Sunderland";"Primary";"Rickleton Primary School";"Open";"Y C";NULL;"Curtis";"Headteacher";"Mrs";"NE38 9EZ";"Vigo Lane";"Sunderland"
"Sunderland";"Primary";"Richard Avenue Primary School";"Open";"Karen Lesley";NULL;"Todd";"Headteacher";"Mrs";"SR4 7LQ";"Hurstwood Road";"Sunderland"
"Sunderland";"Primary";"Holley Park Primary School";"Open";"Sharon";NULL;"Wright";"Headteacher";"Mrs";"NE38 0LR";"Ayton Road";"Sunderland"
"Sunderland";"Primary";"New Penshaw Primary School";"Open";"S R";NULL;"Laverick";"Headteacher";"Mrs";"DH4 7HY";"Langdale Road";"Sunderland"
"Sunderland";"Primary";"Usworth Grange Primary School";"Open";"J";NULL;"Busfield";"Headteacher";"Mr";"NE37 3BG";"Marlborough Road";"Sunderland"
"Sunderland";"Primary";"Burnside Primary School";"Open";"T E";NULL;"Walker";"Headteacher";"Mr";"DH4 5HB";"Burnside Estate";"Sunderland"
"Sunderland";"Primary";"Hylton Red House Primary School";"Open";"Ann";NULL;"Knapper";"Headteacher";"Mrs";"SR5 5QL";"Rotherham Road";"Sunderland"
"Sunderland";"Primary";"John F Kennedy Primary School";"Open";"Margaret";NULL;"Johnson";"Headteacher";"Mrs";"NE38 7AR";"Station Road";"Sunderland"
"Sunderland";"Primary";"Shiney Row Primary School";"Open";"Gillian";NULL;"Anderson";"Headteacher";"Mrs";"DH4 4QP";"Rear South View";"Sunderland"
"Sunderland";"Primary";"Thorney Close Primary School";"Open";"J A";NULL;"Bell";"Headteacher";"Mrs";"SR3 4BB";"Torquay Road";"Sunderland"
"Sunderland";"Primary";"Gillas Lane Primary School";"Open";"T";NULL;"Hambleton";"Headteacher";"Mrs";"DH5 8EH";"Seaton Avenue";"Sunderland"
"Sunderland";"Primary";"Bernard Gilpin Primary School";"Open";"Anne";NULL;"McMaster";"Headteacher";"Mrs";"DH5 8DA";"Hall Lane";"Sunderland"
"Sunderland";"Primary";"Redby Primary School";"Open";"Val";NULL;"Shield";"Headteacher";"Mrs";"SR6 9QP";"Fulwell Road";"Sunderland"
"Sunderland";"Primary";"Hylton Castle Primary School";"Open";"Elaine";NULL;"Armstrong";"Headteacher";"Ms";"SR5 3QL";"Cramlington Road";"Sunderland"
"Sunderland";"Primary";"Blackfell Primary School";"Open";"Connie";NULL;"Megginson";"Headteacher";"Mrs";"NE37 1HA";"Knoulberry";"Sunderland"
"Sunderland";"Primary";"Barmston Village Primary School";"Open";"Jane";NULL;"Harman";"Acting Headteacher";"Mrs";"NE38 8JA";"Barmston Centre";"Sunderland"
"Sunderland";"Primary";"St Paul's CofE Primary School";"Open";"Yvonne";NULL;"Gray";"Headteacher";"Mrs";"SR2 0LW";"Waterworks Road";"Sunderland"
"Sunderland";"Primary";"St Benet's Roman Catholic Voluntary Aided Primary School";"Open";"Ann Alice";NULL;"Blakey";"Headteacher";"Mrs";"SR6 9QU";"Fulwell Road";"Sunderland"
"Sunderland";"Primary";"St Cuthbert's Roman Catholic Voluntary Aided Primary School";"Open";"M";NULL;"Gallagher";"Headteacher";"Mr";"SR4 8HP";"Grindon Lane";"Sunderland"
"Sunderland";"Primary";"St Mary's Roman Catholic Voluntary Aided Primary School";"Open";"Sean";NULL;"Brown";"Headteacher";"Mr";"SR2 7QN";"Meadowside";"Sunderland"
"Sunderland";"Primary";"St Joseph's Roman Catholic Voluntary Aided Primary School, Sunderland";"Open";"Maureen";NULL;"Galbraith";"Headteacher";"Mrs";"SR4 6HY";"Rutland Street";"Sunderland"
"Sunderland";"Primary";"English Martyrs' Roman Catholic Voluntary Aided Primary School";"Open";"C";NULL;"Robson";"Headteacher";"Miss";"SR5 5AU";"Redcar Road";"Sunderland"
"Sunderland";"Primary";"St Anne's Roman Catholic Voluntary Aided Primary School";"Open";"Christine Anne";NULL;"Lynch";"Headteacher";"Ms";"SR4 9AA";"Hylton Road";"Sunderland"
"Sunderland";"Primary";"St John Bosco Roman Catholic Voluntary Aided Primary School";"Open";"A";NULL;"Mackay";"Headteacher";"Mrs";"SR5 4JW";"Bradford Avenue";"Sunderland"
"Sunderland";"Primary";"St Patrick's Roman Catholic Voluntary Aided Primary School";"Open";"M";NULL;"Wood";"Headteacher";"Mrs";"SR2 0RQ";"Smith Street";"Sunderland"
"Sunderland";"Primary";"St Leonard's Roman Catholic Voluntary Aided Primary School";"Open";"Peter";NULL;"Gair";"Headteacher";"Mr";"SR3 2BB";"Tunstall Village Road";"Sunderland"
"Sunderland";"Primary";"Bishop Harland Church of England Aided Primary School";"Open";"E A";NULL;"Meikle";"Headteacher";"Miss";"SR5 5JA";"Ramillies Road";"Sunderland"
"Sunderland";"Primary";"Benedict Biscop Church of England Aided Primary School";"Open";"Paula";NULL;"Thompson";"Headteacher";"Mrs";"SR3 2RE";"Marcross Drive";"Sunderland"
"Sunderland";"Primary";"St Michael's Roman Catholic Voluntary Aided Primary School";"Open";"J";NULL;"Ritchie";"Headteacher";"Miss";"DH5 8NF";"Durham Road";"Sunderland"
"Sunderland";"Primary";"St Joseph's Washington RC School";"Open";"D";NULL;"Wright";"Headteacher";"Mr";"NE38 7HU";"Village Lane";"Sunderland"
"Sunderland";"Primary";"Our Lady Queen of Peace Roman Catholic Voluntary Aided Primary School";"Open";"F";NULL;"Johnston";"Headteacher";"Ms";"DH4 7JZ";"Station Road";"Sunderland"
"Sunderland";"Primary";"St Bede's Roman Catholic Voluntary Aided Primary School";"Open";"D";NULL;"Naden";"Headteacher";"Mr";"NE37 2NP";"Hampshire Place";"Sunderland"
"Sunderland";"Primary";"St John Boste Roman Catholic Voluntary Aided Primary School";"Open";"Geoff";NULL;"Laidler";"Headteacher";"Mr";"NE38 0HL";"Castle Road";"Sunderland"
"Sunderland";"Primary";"Oxclose Village Primary School";"Open";"A";NULL;"Harris";"Headteacher";"Mrs";"NE38 0LA";"Brancepeth Road";"Sunderland"
"Sunderland";"Primary";"Albany Village Primary School";"Open";"Christine";NULL;"Brown";"Headteacher";"Mrs";"NE37 1UA";"Crossgill";"Sunderland"
"Sunderland";"Primary";"Farringdon Primary School";"Open";"Ann";NULL;"Henderson";"Headteacher";"Mrs";"SR3 3DJ";"Archer Road";"Sunderland"
"Sunderland";"Primary";"George Washington Primary School";"Open";"Susan";NULL;"Palmer";"Headteacher";"Mrs";"NE37 1NL";"Well Bank Road";"Sunderland"
"Sunderland";"Primary";"Dubmire Primary";"Open";"Joan";NULL;"Hobbs";"Headteacher";"Mrs";"DH4 6HL";"Britannia Terrace";"Sunderland"
"Sunderland";"Primary";"Valley Road Community Primary School";"Open";"Christine";NULL;"Young";"Principal";"Mrs";"SR2 8PL";"Corporation Road";"Sunderland"
"Sunderland";"Primary";"Wessington Primary School";"Open";"Pat";"B.Ed., N.P.Q.H";"Dutton";"Headteacher";"Mrs";"NE38 7PY";"Lanercost";"Sunderland"
"Sunderland";"Primary";"Highfield Community Primary School";"Open";"Jaane";NULL;"Caldwell";"Headteacher";"Ms";"SR4 0DA";"Fordfield Road";"Sunderland"
"Sunderland";"Secondary";"Farringdon Community Sports College";"Open";"David";NULL;"Thornton";"Headteacher";"Mr";"SR3 3EL";"Allendale Road";"Sunderland"
"Sunderland";"Secondary";"Monkwearmouth School";"Open";"Stephen";NULL;"Wilkinson";"Headteacher";"Mr";"SR6 8LG";"Torver Crescent";"Sunderland"
"Sunderland";"Secondary";"Thornhill School";"Open";"J";NULL;"Hallworth";"Headteacher";"Mr";"SR2 7NA";"Thornholme Road";"Sunderland"
"Sunderland";"Secondary";"Southmoor Community School, Mathematics and Computing College";"Open";"P";NULL;"Ingram";"Headteacher";"Dr";"SR2 7TF";"Ryhope Road";"Sunderland"
"Sunderland";"Secondary";"Hetton School";"Open";"Stephen";NULL;"Haigh";"Headteacher";"Mr";"DH5 9JZ";"North Road";"Sunderland"
"Sunderland";"Secondary";"Oxclose Community School";"Open";"A";NULL;"Cunningham";"Headteacher";"Mr";"NE38 0LN";"Dilston Close";"Sunderland"
"Sunderland";"Secondary";"Washington School";"Open";"Michael";NULL;"O'brien";"Headteacher";"Mr";"NE37 2AA";"Spout Lane";"Sunderland"
"Sunderland";"Secondary";"Biddick School Sports College";"Open";"Richard";NULL;"Wilkinson";"Headteacher";"Mr";"NE38 8AL";"Biddick Lane";"Sunderland"
"Sunderland";"Secondary";"Sandhill View School";"Open";"Richard";NULL;"Bain";"Headteacher";"Mr";"SR3 4EN";"Grindon Lane";"Sunderland"
"Sunderland";"Secondary";"Houghton Kepier Sports College:A Foundation School";"Open";"S";NULL;"Hyland";"Headteacher";"Mrs";"DH4 5BH";"Dairy Lane";"Sunderland"
"Sunderland";"Secondary";"St Aidan's Catholic School";"Open";"A";NULL;"McCourt";"Headteacher";"Mr";"SR2 7HJ";"Willow Bank Road";"Sunderland"
"Sunderland";"Secondary";"St Robert of Newminster Roman Catholic School";"Open";"Simon";NULL;"White";"Headteacher";"Mr";"NE38 8AF";"Biddick Lane";"Sunderland"
"Sunderland";"Secondary";"St Anthony's Catholic Girls' School";"Open";"Monica";NULL;"Shepherd";"Headteacher";"Mrs";"SR2 7JN";"Thornhill Terrace";"Sunderland"
"Sunderland";"Secondary";"Venerable Bede Church of England [Aided] Secondary School";"Open";"Ed";NULL;"Yeates";"Headteacher";"Dr";"SR2 0SX";"Tunstall Bank";"Sunderland"
