"5423","0","David Yink Zi","1","","","126","0"
"5424","0","Dawn Clements","3","","","333","0"
"5425","0","Dawn Mellor","2","","","571","0"
"5426","0","Day Bowman","1","","","176","0"
"5427","0","Dayanita Singh","4","","","214","0"
"5428","0","De Galan Gerdien","1","","","182","0"
"5429","0","De Rijke/ De Rooij","4","","","1084","0"
"5430","0","Dee Ferris","3","","","936","0"
"5431","0","Denis Castellas","1","","","111","0"
"5432","0","Denise Gibney","1","","","148","0"
"5433","0","Dennis Oppenheim","11","","","1629","0"
"5434","0","Alain Depocas","1","","","1263","0"
"5435","0","Derek Jarman","5","","","796","0"
"5436","0","Derek Nisbet","1","","","170","0"
"5437","0","Des Hughes","3","","","768","0"
"5438","0","Dexter Dalwood","11","","","1316","0"
"5439","0","Diana Cooper","4","","","1108","0"
"5440","0","Diana Matar","2","","","521","0"
"5441","0","Diane Howse","1","","","159","0"
"5442","0","Dick Higgins","4","","","795","0"
"5443","0","Dierk Schmidt","1","","","141","0"
"5444","0","Dieter Roth","12","","","1606","0"
"5445","0","Ding Yi","4","","","932","0"
"5446","0","Dinu Li","5","","","912","0"
"5447","0","Dirk Skreber","3","","","886","0"
"5448","0","Djamel Tatah","1","","","125","0"
"5449","0","Do-Ho Suh","6","","","1682","0"
"5451","0","Domenico Gnoli","1","","","176","0"
"5452","0","Dominic Hislop","1","","","165","0"
"5453","0","Dominique Biquar","1","","","163","0"
"5454","0","Dominique Gonzalez-Foerster","11","","","1690","0"
"5455","0","Dominique Perrault","2","","","891","0"
"5456","0","Don McCullin","1","","","122","0"
"5457","0","Donald Baechler","5","","","1000","0"
"5458","0","Donald Evans","1","","","149","0"
"5459","0","Donald Furst","1","","","160","0"
"5460","0","Donald Judd","17","","","2467","0"
"5461","0","Donald Moffett","2","","","575","0"
"5462","0","Donald Sultan","2","","","448","0"
"5463","0","Donald Wilkinson","1","","","134","0"
"5465","0","Donovan Wylie","1","","","152","0"
"5466","0","Doris Bloom","1","","","135","0"
"5467","0","Dorit Margreiter","4","","","856","0"
"5468","0","Doug Aitken","17","","","2177","0"
"5469","0","Doug Wheeler","2","","","247","0"
"5470","0","Douglas Gordon","53","","","7094","0"
"5471","0","Douglas Huebler","6","","","1190","0"
"5472","0","Drago Trumbetas","1","","","395","0"
"5473","0","Dryden Goodwin","28","http://www.drydengoodwin.com/","","6182","0"
"5474","0","Duane Hanson","4","","","861","0"
"5475","0","Duncan Hannah","1","","","163","0"
"5476","0","Ebba Matz","4","","","1073","0"
"5477","0","Eberhard Havekost","5","","","1155","0"
"5478","0","Ed Holroyd","1","","","142","0"
"5479","0","Ed Ruscha","18","","","2180","0"
"5480","0","Eddie Berg","5","","","788","0"
"5481","0","Eddie Farrell","2","","","761","0"
"5483","0","Eduardo Chillida","6","","","955","0"
"5484","0","Edwin Janssen","2","","","678","0"
"5485","0","Edwin Zwakman","4","","","834","0"
"5486","0","Effie Burns","1","","","173","0"
"5487","0","Egill Jacobsen","3","","","894","0"
"5489","0","Ejler Belle","2","","","537","0"
"5490","0","Eleanor Antin","9","","","1634","0"
"5491","0","Elena Engelsen","1","","","150","0"
