# ----------------------------------------,
# www.northernstage.co.uk,
# Visitors Overview,
# 20081018-20120322,
# ----------------------------------------,
,
Day,Visits
10/12/2011,420
11/12/2011,459
12/12/2011,662
13/12/2011,637
14/12/2011,651
15/12/2011,618
16/12/2011,466
17/12/2011,444
18/12/2011,407
19/12/2011,646
20/12/2011,555
21/12/2011,563
22/12/2011,512
23/12/2011,447
24/12/2011,231
25/12/2011,144
26/12/2011,380
27/12/2011,455
28/12/2011,565
29/12/2011,505
30/12/2011,447
31/12/2011,245
01/01/2012,324
02/01/2012,484
03/01/2012,607
04/01/2012,650
05/01/2012,557
06/01/2012,495
07/01/2012,375
08/01/2012,366
09/01/2012,"1,043"
10/01/2012,807
11/01/2012,931
12/01/2012,844
13/01/2012,599
14/01/2012,411
15/01/2012,446
16/01/2012,644
17/01/2012,536
18/01/2012,726
19/01/2012,670
20/01/2012,660
21/01/2012,389
22/01/2012,503
23/01/2012,615
24/01/2012,702
25/01/2012,759
26/01/2012,661
27/01/2012,515
28/01/2012,465
29/01/2012,407
30/01/2012,692
31/01/2012,561
01/02/2012,554
02/02/2012,598
03/02/2012,509
04/02/2012,495
05/02/2012,384
06/02/2012,672
07/02/2012,590
08/02/2012,567
09/02/2012,717
10/02/2012,620
11/02/2012,352
12/02/2012,370
13/02/2012,624
14/02/2012,556
15/02/2012,605
16/02/2012,637
17/02/2012,554
18/02/2012,341
19/02/2012,445
20/02/2012,594
21/02/2012,690
22/02/2012,676
23/02/2012,610
24/02/2012,524
25/02/2012,361
26/02/2012,418
27/02/2012,609
28/02/2012,672
29/02/2012,744
01/03/2012,749
02/03/2012,747
03/03/2012,604
04/03/2012,572
05/03/2012,862
06/03/2012,839
07/03/2012,695
08/03/2012,716
09/03/2012,790
10/03/2012,516
11/03/2012,501
12/03/2012,745
13/03/2012,795
14/03/2012,808
15/03/2012,631
16/03/2012,610
17/03/2012,370
18/03/2012,397
19/03/2012,778
20/03/2012,758
21/03/2012,725
22/03/2012,177
,"493,326"
